"cd_ubs","tx_ubs_nome","tx_ubs_sigla","cd_regiao","cd_ra","cnes","tipo_ubs","rural","telefone_unidade","endereco_unidade","horario_funcionamento","ponto_eletronico","agd_acesso_avancado","agd_ordem_chegada","agd_bloco_horas","agd_horario_marcado","agd_turno","realiza_ecg_ubs","farmaciafornecimento_usuarios","presenca_supervisao_farmaceutico","dispensacao_psicotropico","coleta_laboratorial","imunizacao","horario_funcionamento_sala_vacina","bcg","formato_uso_esus_ab","cadeiras_odonto_funcionamento","esf_completas","esf_incompletas","total_esf","total_esb","total_nasf","total_ecr","total_prisional","total_equipe_socio_educativo","latitude","longitude","the_geom","cd_gsap","nu_min_ent_inloco","tipologia"
116,"UNIDADE BÁSICA DE SAÚDE Nº 07 - SÃO SEBASTIÃO","UBS Nº 07 - SÃO SEBASTIÃO",4,21,"3781402","UBS TIPO 1","SIM","6330/ 6331 TEL. 2017-1382 GSAP: 6322/ 6323","CHÁCARA 10 - MORRO DA CRUZ - SSB","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","NÃO","NÃO","SIM","NÃO","CAUTELA","NÃO","NÃO","NÃO","SIM","Toda terça-feira de 09h às 16h","NÃO","OFFLINE","0","1","0","1","0","0","0","0","0","-15,916379","-47,771105","0101000020421200001B649291B3E247C07C7BD7A02FD52FC0",55,7,"D"
26,"UNIDADE BÁSICA DE SAÚDE Nº 01 - SOBRADINHO","UBS Nº 01 - SOBRADINHO",5,24,"11223","UBS TIPO 2","NÃO","98638-6759","Quadra 14 Área Especial nº 22/23, Sobradinho","das 07h às 19h de segunda a sexta, e sábado das 07h às 12h ","SIM","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","SIM","SIM","SIM","SIM - DIÁRIO","SIM","8h às 18h - segunda a sexta ","QUARTA E QUINTA
(8h às 12h)","OFFLINE","2","6","1","7","5","0","0","0","0","-15,650685","-47,782041","010100002042120000C99063EB19E447C0DAFE9595264D2FC0",25,54,"C"
44,"UNIDADE BÁSICA DE SAÚDE Nº 02 - RECANTO DAS EMAS","UBS Nº 02 - RECANTO DAS EMAS",7,16,"11134","UBS TIPO 2","NÃO","3333-6323","QUADRA 102 ÁREA ESPECIAL 01","das 07h às 22h de segunda a sexta","SIM","#REF!","#REF!","#REF!","#REF!","#REF!","NÃO","SIM","SIM","SIM","SIM","SIM"," 7:30h às 18:30h segunda a sexta e sábado 07:30h às 11:30h","SEGUNDA - FEIRA","ONLINE","3","7","1","8","3","1","0","0","0","-15,902186","-48,060234","010100002042120000BB0D6ABFB50748C070D1C952EBCD2FC0",37,26,"B"
46,"UNIDADE BÁSICA DE SAÚDE Nº 02 - RIACHO FUNDO II","UBS Nº 02 - RIACHO FUNDO II",3,18,"3410196","UBS TIPO 1","NÃO","2017-1145 (R-6200/6201)","QC 1 Conj. 10 Lt 01- Riacho Fundo II CEP:71.882-110","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","OFFLINE","0","2","0","2","0","0","0","0","0","-15,909386","-48,049338","0101000020421200009B3924B5500648C069E1B20A9BD12FC0",40,22,"E"
61,"UNIDADE BÁSICA DE SAÚDE Nº 03 - PLANALTINA","UBS Nº 03 - PLANALTINA",5,14,"11096","UBS TIPO 1","NÃO","Não possui linha telefônica","Setor Hospitalar Area Especial, CEP SAUDE, Planaltina-DF;","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","SIM","NÃO","NÃO","SIM - VOLANTE","VOLANTE (terça e quinta - feira)","9h às 16:30 - terça e quinta","NÃO","OFFLINE","1","1","0","1","1","0","0","0","0","-15,624705","-47,655044","01010000204212000073B8567BD8D347C09D4B7155D93F2FC0",18,7,"C"
80,"UNIDADE BÁSICA DE SAÚDE Nº 04 - SOBRADINHO","UBS Nº 04 - SOBRADINHO",5,24,"7687079","UBS TIPO 1","SIM","98452-8650","DF 440 Condomínio Residencial Serra Verde, KM 12, Sala anexa à Paroquia, Sobradinho","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","NÃO","CAUTELA","NÃO","NÃO","SIM - VOLANTE","VOLANTE (segunda a sexta - feira)","8h às 16:30 - segunda a sexta ","NÃO","OFFLINE","1","1","0","1","1","0","0","0","0","-15,702454","-47,758675","0101000020421200007AA52C431CE147C086E3F90CA8672FC0",67,7,"B"
100,"UNIDADE BÁSICA DE SAÚDE Nº 06 - PARANOÁ","UBS Nº 06 - PARANOÁ",4,12,"2804107","UBS TIPO 1","SIM","2017 - 2200","COL AGRIC CARIRU DF 120 AE - PARANOÁ","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","NÃO","CAUTELA","NÃO","NÃO","NÃO","VOLANTE (terça - feira)","Às terças-feiras de 09 às 11:30h; 13:00h às 16h","NÃO","OFFLINE","2","1","0","1","1","0","0","0","0","-15,90691927","-47,51657724","01010000204212000037D4F7331FC247C03E86F9B857D02FC0",35,7,"C"
101,"UNIDADE BÁSICA DE SAÚDE Nº 06 - PLANALTINA","UBS Nº 06 - PLANALTINA",5,14,"5050340","UBS TIPO 1","NÃO","2017-1145 Ramal 1294","Quadra 08 Conjunto 1, S/N Arapoanga, Planaltina","das 07h às 18h de segunda a sexta","NÃO","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","OFFLINE","0","3","0","3","0","0","0","0","0","-15,6407456","-47,6402785","0101000020421200007DEA58A5F4D147C09F1CAACE0F482FC0",94,22,"E"
40,"UNIDADE BÁSICA DE SAÚDE Nº 02 - ITAPOÃ","UBS Nº 02 - ITAPOÃ",4,9,"3286959","UBS TIPO 1","NÃO","2017-1049 / RAMAL: 2240","QD 61 AE DEL LAGO - ITAPOÃ - PROX. QUADRA POLIESPORTIVA","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","NÃO","CAUTELA","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","ONLINE","1","1","1","2","1","0","0","0","0","-15,74573","-47,769759","0101000020421200009D66817687E247C0CB4A9352D07D2FC0",34,22,"C"
127,"UNIDADE BÁSICA DE SAÚDE Nº 08 - TAGUATINGA","UBS Nº 08 - TAGUATINGA",7,26,"2617269","UBS TIPO 2","NÃO","3475-2912","QNL 24 AE - TAG. NORTE NOVA QNL","das 07h às 18h de segunda a sexta","SIM","#REF!","#REF!","#REF!","#REF!","#REF!","NÃO","SIM","SIM","NÃO","SIM","SIM","07:30h às 17:30h segunda a sexta","QUINTA - FEIRA","ONLINE","2","4","1","5","3","1","0","0","0","-15,821107","-48,092253","0101000020421200009CFA40F2CE0B48C08908FF2268A42FC0",92,20,"B"
129,"UNIDADE BÁSICA DE SAÚDE Nº 09 - CEILÂNDIA","UBS Nº 09 - CEILÂNDIA",6,4,"11053","UBS TIPO 2","NÃO","2017-2078","EQNP 28/32 - P SUL LOTE A, B, C e D","das 07h às 19h de segunda a sexta, e sábado das 07h às 12h ","SIM","#REF!","#REF!","#REF!","#REF!","#REF!","NÃO","SIM","SIM","NÃO","SIM ","SIM","07:30h às 18:30h segunda a sexta e sábado 07:30 h às 11:30h","QUARTA - FEIRA","ONLINE","4","4","2","6","4","0","0","0","0","-15,846605","-48,123492","010100002042120000A8A8FA95CE0F48C09A42E73576B12FC0",93,35,"C"
83,"UNIDADE BÁSICA DE SAÚDE Nº 05 - BRAZLÂNDIA","UBS Nº 05 - BRAZLÂNDIA",6,2,"3144631","UBS TIPO 1","SIM","Não possui linha telefônica","RESERVA A DF 240 DF 008 DF 445 KM 4 VINCENAL AE 1","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","SIM - VOLANTE","VOLANTE (segunda - feira)","Volante - segunda-feira","NÃO","ONLINE","0","1","0","1","0","0","0","0","0","-15,674537","-48,15158","010100002042120000255D33F9661348C048E2E5E95C592FC0",47,7,"D"
97,"UNIDADE BÁSICA DE SAÚDE Nº 06 - BRAZLÂNDIA","UBS Nº 06 - BRAZLÂNDIA",6,2,"11495","UBS TIPO 1","SIM","Não possui linha telefônica","FAZENDA ALMECEGAS BR 180 DF 205 KM 05 - ALMECEGAS","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","SIM - VOLANTE","VOLANTE (sexta - feira)","Volante - sexta-feira","NÃO","OFFLINE","0","1","0","1","1","0","0","0","0","-15,53888889","-48,16847222","0101000020421200009E97697F901548C09B749D3EE9132FC0",47,7,"D"
108,"UNIDADE BÁSICA DE SAÚDE Nº 07 - BRAZLÂNDIA","UBS Nº 07 - BRAZLÂNDIA",6,2,"11509","UBS TIPO 1","SIM","Não possui linha telefônica","QUADRA 15 LOTE 02 LJ 01 AREA ESPECIAL 02 INCRA 08","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","SIM - VOLANTE","VOLANTE (terça - feira)","Volante - terça-feira","NÃO","ONLINE","1","1","0","1","1","0","0","0","0","-15,742334","-48,16957","010100002042120000FD304278B41548C0F06AB933137C2FC0",47,7,"C"
135,"UNIDADE BÁSICA DE SAÚDE Nº 10 - PLANALTINA","UBS Nº 10 - PLANALTINA",5,14,"2804174","UBS TIPO 1","SIM","99617-5951","Núcleo Rural Taquara, Quadra 1, Área Especial, Planaltina/DF.","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","NÃO","NÃO","SIM","NÃO","CAUTELA","NÃO","NÃO","SIM - VOLANTE","VOLANTE (segunda a sexta - feira)","8h às 16:30 - segunda a sexta","NÃO","ONLINE","1","1","0","1","1","0","0","0","0","-15,629319","-47,518272","0101000020421200005D37A5BC56C247C0BB80971936422FC0",61,7,"C"
137,"UNIDADE BÁSICA DE SAÚDE Nº 10 - SAMAMBAIA","UBS Nº 10 - SAMAMBAIA",7,19,"3633845","UBS TIPO 1","NÃO","3357-0465","QN 501 CONJ. 07 CASA 31","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","CAUTELA","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","ONLINE","0","1","0","1","0","0","0","0","0","-15,884218","-48,08701","0101000020421200006536C824230B48C0AE11C138B8C42FC0",86,9,"E"
138,"UNIDADE BÁSICA DE SAÚDE Nº 10 - SÃO SEBASTIÃO","UBS Nº 10 - SÃO SEBASTIÃO",4,21,"3286932","UBS TIPO 1","NÃO","6230/ 6231 TEL. 2017-1385 GSAP: 6232/ 6233","RUA 14 LOTE 21 LOJA 1, 2, 3 JOÃO CANDIDO - SSB","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","CAUTELA","NÃO","NÃO","NÃO","SIM","Toda terça e quarta-feira de 09h às 16h","NÃO","OFFLINE","0","1","0","1","0","0","0","0","0","-15,897911","-47,76124","0101000020421200001A34F44F70E147C0F46F97FDBACB2FC0",66,7,"C"
139,"UNIDADE BÁSICA DE SAÚDE Nº 11 - CEILÂNDIA","UBS Nº 11 - CEILÂNDIA",6,4,"11061","UBS TIPO 2","NÃO","Não possui linha telefônica","EQNO 17/18 - Expansão do Setor ""O"" ÁREA ESPECIAL","das 07h às 19h de segunda a sexta, e sábado das 07h às 12h ","SIM","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","SIM","SIM"," NÃO","SIM - DIÁRIO","SIM","07:30h às 18:30h segunda a sexta e sábado 07:30h às 11:30h","SEGUNDA - FEIRA","ONLINE","7","4","2","6","3","0","0","0","0","-15,79828262","-48,13342094","01010000204212000067F3F6EF131148C0FBBAE37FB8982FC0",97,35,"C"
140,"UNIDADE BÁSICA DE SAÚDE Nº 11 - GAMA","UBS Nº 11 - GAMA",8,7,"3144577","UBS TIPO 1","SIM","9 8582-9774","DF 457, Ponte Alta. Associação dos Produtores Rurais. GAMA DF","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","SIM","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","ONLINE","1","1","1","2","1","0","0","0","0","-15,980404","-48,072199","010100002042120000E6E61BD13D0948C034BC5983F7F52FC0",77,22,"C"
152,"UNIDADE BÁSICA DE SAÚDE Nº 13 - PLANALTINA","UBS Nº 13 - PLANALTINA",5,14,"11622","UBS TIPO 1","SIM","99306-0319","Núcleo Rural São José, Área Especial, Planaltina","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","CAUTELA","NÃO","NÃO","SIM - VOLANTE","VOLANTE (segunda a sexta - feira)","8h às 16:30 - segunda a sexta","NÃO","OFFLINE","0","1","0","1","0","0","0","0","0","-15,704136","-47,373487","010100002042120000963D096CCEAF47C05DDF878384682FC0",70,7,"C"
154,"UNIDADE BÁSICA DE SAÚDE Nº 14 - CEILÂNDIA","UBS Nº 14 - CEILÂNDIA",6,4,"3677044","UBS TIPO 1","NÃO","2017-2069","CONDOMÍNIO PRIVÉ LUCENA RORIZ RUA 01 A/E 03 MOD. 12 LT 01","das 07h às 17h de segunda a sexta","SIM","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","ONLINE","1","1","1","2","1","0","0","0","0","-15,78527778","-48,13655556","010100002042120000BB2410A77A1148C03FC0DEED0F922FC0",100,22,"C"
159,"UNIDADE BÁSICA DE SAÚDE Nº 16 - PLANALTINA","UBS Nº 16 - PLANALTINA",5,14,"11592","UBS TIPO 1","SIM","99691-5196","Núcleo Rural Pipiripau II, Área Administrativa, Planaltina/DF","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","NÃO","NÃO","SIM","NÃO","CAUTELA","NÃO","NÃO","SIM - VOLANTE","VOLANTE (segunda a sexta - feira)","8h às 16:30 - segunda a sexta","NÃO","OFFLINE","0","1","0","1","0","0","0","0","0","-15,534618","-47,511097","010100002042120000B70A62A06BC147C0B3B45373B9112FC0",61,7,"D"
42,"UNIDADE BÁSICA DE SAÚDE Nº 02 - PARANOÁ","UBS Nº 02 - PARANOÁ",4,12,"3286975","UBS TIPO 1","NÃO","2017 - 2230/ 2231","QD 18 AE - PARANOÁ","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","ONLINE","1","2","0","2","1","1","0","0","0","-15,770585","-47,778523","010100002042120000871744A4A6E347C08A93FB1D8A8A2FC0",35,22,"D"
29,"UNIDADE BÁSICA DE SAÚDE Nº 01 - VARJÃO","UBS Nº 01 - VARJÃO",2,27,"2617358","UBS TIPO 1","NÃO","2017-1900 Ramal 2160","Vila Varjão Quadra 05 conj. A lt. 17 -Área Especial - Varjão do Torto","das 07h às 17h de segunda a sexta","SIM","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","SIM","SIM","NÃO","SIM - DIÁRIO","SIM","08 às 16:00 segunda a sexta","TERÇA - FEIRA","ONLINE","2","0","3","3","2","1","0","0","0","-15,7109471","-47,87622929","010100002042120000742C084828F047C0415F1F42016C2FC0",2,38,"B"
55,"UNIDADE BÁSICA DE SAÚDE Nº 03 - CEILÂNDIA","UBS Nº 03 - CEILÂNDIA",6,4,"10995","UBS TIPO 2","NÃO","2017 - 2074","QNM 15 LOTE D ÁREA ESPECIAL","8 às 22h segunda a sexta e sábado 07 às 12h","SIM","#REF!","#REF!","#REF!","#REF!","#REF!","NÃO","SIM","SIM","NÃO","SIM ","SIM","07:30 h às 18:00h segunda a sexta e sábado 07h às 11:30h","SEGUNDA - FEIRA","ONLINE","3","4","1","5","3","0","0","0","0","-15,83098504","-48,09668541","010100002042120000A5F90030600C48C0CF8704DF76A92FC0",48,35,"C"
56,"UNIDADE BÁSICA DE SAÚDE Nº 03 - FERCAL","UBS Nº 03 - FERCAL",5,6,"161616","UBS TIPO 1","SIM","Não possui linha telefônica","Sítio Patrícia, DF 326, KM 8, Núcleo Rural Lobeiral, FercaL.","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","CAUTELA","NÃO","NÃO","SIM - VOLANTE","SIM","8h às 16:30 - segunda a sexta ","NÃO","OFFLINE","1","1","0","1","1","1","0","0","0","-15,592532","-47,837186","010100002042120000A4552DE928EB47C0BDAAB35A602F2FC0",87,7,"B"
72,"UNIDADE BÁSICA DE SAÚDE Nº 04 - GAMA","UBS Nº 04 - GAMA",8,7,"10855","UBS TIPO 2","NÃO","3556-6878/2017-5770 - Ramal 5771/2017-1886","Praça 3 - Área Especial 2 - Setor Leste - Gama","das 07h às 19h de segunda a sexta, e sábado das 07h às 12h ","SIM","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","SIM","SIM","NÃO","SIM - DIÁRIO","SIM","08h às 17:30h segunda a sexta e, a partir de outubro, e sábado de 08h às 11:30h","QUINTA - FEIRA","ONLINE","4","3","2","5","3","0","0","0","0","-16,026052","-48,056946","010100002042120000ABD1AB014A0748C0D2FE0758AB0630C0",59,35,"C"
90,"UNIDADE BÁSICA DE SAÚDE Nº 05 - RIACHO FUNDO II","UBS Nº 05 - RIACHO FUNDO II",3,18,"7526504","UBS TIPO 1","NÃO","2017-1145 (R-6200/6201)","CAUB II, Lote 13 CEP: 71884-300","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","OFFLINE","1","2","0","2","1","0","0","0","0","-15,938581","-48,034864","01010000204212000064E76D6C760448C0404B57B08DE02FC0",40,22,"E"
144,"UNIDADE BÁSICA DE SAÚDE Nº 11 - SÃO SEBASTIÃO","UBS Nº 11 - SÃO SEBASTIÃO",4,21,"3212025","UBS TIPO 1","NÃO","6240/ 6241 TEL. 2017-1386 GSAP: 6232/ 6233","RUA 26 CONJ B CASA 17 - BOSQUE - SÃO SEBASTIÃO","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","CAUTELA","NÃO","NÃO","NÃO","SIM","Toda quarta e sexta-feira de 09h às 16h","NÃO","OFFLINE","0","1","0","1","0","0","0","0","0","-15,912092","-47,751652","0101000020421200008BFCFA2136E047C0EFE2FDB8FDD22FC0",66,7,"D"
145,"UNIDADE BÁSICA DE SAÚDE Nº 12 - CEILÂNDIA","UBS Nº 12 - CEILÂNDIA",6,4,"2617293","UBS TIPO 2","NÃO","2017-2063","EQNQ 03/04 ÁREA ESPECIAL - CEILÂNDIA NORTE","07 às 22h segunda a sexta e sábado 07 às 12h","SIM","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","SIM - DIÁRIO","SIM","07:30h às 18h segunda a sexta e sábado 07:30h às 11h","SEXTA - FEIRA","ONLINE","3","8","3","11","4","1","0","0","0","-15,80469","-48,143466","010100002042120000410B09185D1248C024D6E253009C2FC0",98,35,"C"
147,"UNIDADE BÁSICA DE SAÚDE Nº 12 - GAMA","UBS Nº 12 - GAMA",8,7,"3144615","UBS TIPO 1","SIM","2017-5487","DF 290, Antigo Posto Fiscal, Ponte Alta - Gama","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","SIM - VOLANTE","VOLANTE (15 em 15 dias, quinta-feira)","09h as 16h30 - quinta feira","NÃO","ONLINE","1","0","2","2","1","0","0","0","0","-16,008947","-48,159738","010100002042120000D7F6764B721448C0B665C0594A0230C0",11,22,"C"
148,"UNIDADE BÁSICA DE SAÚDE Nº 12 - PLANALTINA","UBS Nº 12 - PLANALTINA",5,14,"2804123","UBS TIPO 1","NÃO","4052-7314","DF-128, KM 21, Setor Residencial Mestre D'armas, Planaltina","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","NÃO","NÃO","SIM","NÃO","CAUTELA","NÃO","NÃO","SIM - VOLANTE","VOLANTE (segunda a sexta - feira)","8h às 16:30 - segunda a sexta","NÃO","OFFLINE","0","1","0","1","0","0","0","0","0","-15,633893","-47,674468","0101000020421200006919A9F754D647C0A053909F8D442FC0",85,7,"C"
149,"UNIDADE BÁSICA DE SAÚDE Nº 12 - SAMAMBAIA","UBS Nº 12 - SAMAMBAIA",7,19,"9480587","UBS TIPO 2","NÃO","Ramal: 5190","QD 210 CONJ. 22 LOTE 01","das 07h às 19h de segunda a sexta, e sábado das 07h às 12h ","SIM","#REF!","#REF!","#REF!","#REF!","#REF!","NÃO","SIM","SIM","SIM","SIM","SIM"," 7:30h às 18:30h segunda a sexta e sábado 07:30h às 11:30h","QUARTA - FEIRA","ONLINE","4","6","0","6","5","0","0","0","0","-15,865917","-48,074603","0101000020421200007D9752978C0948C0D219187959BB2FC0",22,20,"B"
150,"UNIDADE BÁSICA DE SAÚDE Nº 12 - SÃO SEBASTIÃO","UBS Nº 12 - SÃO SEBASTIÃO",4,21,"7423489","UBS TIPO 1","NÃO","6260/ 6261 TEL. 2017-1387 GSAP: 6232/ 6233","QD 31 CASA 6 SÃO JOSÉ - SÃO SEBASTIÃO","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","NÃO","NÃO","SIM","NÃO","CAUTELA","NÃO","NÃO","NÃO","SIM","Toda quarta-feira de 09 às 16h","NÃO","ONLINE","0","1","0","1","0","0","0","0","0","-15,90968448","-47,76488543","010100002042120000B98409C4E7E147C0BA8E062AC2D12FC0",66,7,"C"
160,"UNIDADE BÁSICA DE SAÚDE Nº 17 - CEILÂNDIA","UBS Nº 17 - CEILÂNDIA",6,4,"9509356","UBS TIPO 2","NÃO","2017-2071","EQNP 16/20 AREA ESPECIAL - SETOR P SUL","das 07h às 19h de segunda a sexta, e sábado das 07h às 12h ","SIM","#REF!","#REF!","#REF!","#REF!","#REF!","NÃO","SIM","NÃO","NÃO","SIM ","SIM","07:30h às 17:30h segunda a sexta","SEXTA - FEIRA","ONLINE","4","3","1","4","4","0","0","0","0","-15,847128","-48,114353","01010000204212000089997D1EA30E48C0410DDFC2BAB12FC0",103,35,"B"
161,"UNIDADE BÁSICA DE SAÚDE Nº 17 - PLANALTINA","UBS Nº 17 - PLANALTINA",5,14,"3144666","UBS TIPO 1","SIM","99154-9467","Núcleo Rural Jardim Morumbi, Rodovia DF 128, KM 4, Gleba N, Chácara Vale do Sol Nº 15, Planaltina/DF","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","NÃO","NÃO","SIM","NÃO","CAUTELA","NÃO","NÃO","SIM - VOLANTE","VOLANTE (segunda a sexta - feira)","8h às 16:30 - segunda a sexta","NÃO","OFFLINE","1","1","0","1","1","0","0","0","0","-15,523615","-47,618887","010100002042120000B47570B037CF47C0DC63E943170C2FC0",61,7,"B"
162,"UNIDADE BÁSICA DE SAÚDE Nº 18 - CEILÂNDIA","UBS Nº 18 - CEILÂNDIA",6,4,"9643338","UBS TIPO 1","NÃO","Não possui linha telefônica","QNN 28 lote H, I, J,K GUARIROBA - Caíque","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","ONLINE","1","1","0","1","1","0","0","0","0","-15,832169","-48,114475","010100002042120000D49AE61DA70E48C0747D1F0E12AA2FC0",104,7,"E"
95,"UNIDADE BÁSICA DE SAÚDE Nº 05 - SOBRADINHO II","UBS Nº 05 - SOBRADINHO II",5,25,"7686730","UBS TIPO 1","NÃO","2017-1200 Ramal 1930/1931","Condomínio Mini-Chácaras, QMS 16 Rua 14 Casa 01, Sobradinho II","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","SIM","8h às 16:30 - segunda a sexta","NÃO","ONLINE","1","2","0","2","1","1","0","0","0","-15,635707","-47,837388","0101000020421200000B08AD872FEB47C032AD4D637B452FC0",81,22,"D"
163,"UNIDADE BÁSICA DE SAÚDE Nº 18 - PLANALTINA","UBS Nº 18 - PLANALTINA",5,14,"9566961","UBS TIPO 1","NÃO","98577 3942","Setor Recreativo e Cultural, Módulo Esportivo S/N, Centro Olímpico, Planaltina-DF;","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","NÃO","NÃO","NÃO","SIM - VOLANTE","VOLANTE (segunda a sexta - feira)","8h às 16:30 - segunda a sexta","NÃO","ONLINE","0","0","1","1","0","0","0","0","0","-15,616921","-47,651111","0101000020421200006E88F19A57D347C0656EBE11DD3B2FC0",52,7,"D"
6,"UNIDADE BÁSICA DE SAÚDE Nº 01 - CANDANGOLÂNDIA","UBS Nº 01 - CANDANGOLÂNDIA",3,3,"11185","UBS TIPO 2","NÃO","2017-1265 (R-6110) 2017-1266 (R-6460)","EQR 5/7 - Área Especial 1 Candangolândia CEP: 71725-510","das 07h às 19h de segunda a sexta, e sábado das 07h às 12h ","SIM","NÃO","NÃO","NÃO","SIM","NÃO","SIM","SIM","SIM","SIM","SIM - DIÁRIO","SIM","07:30h às 18:30h segunda a sexta","QUINTA - FEIRA","ONLINE","2","2","3","5","3","1","0","0","0","-15,84981","-47,95139","010100002042120000E8DEC325C7F947C0A5A0DB4B1AB32FC0",7,35,"B"
7,"UNIDADE BÁSICA DE SAÚDE Nº 01 - CEILÂNDIA","UBS Nº 01 - CEILÂNDIA",6,4,"7347715","UBS TIPO 2","NÃO","2017 - 2067","EQNP 7/11, ÁREA ESPECIAL, CEILÂNDIA NORTE","das 07h às 19h de segunda a sexta, e sábado das 07h às 12h ","SIM","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","SIM","VOLANTE - Segunda e quinta-feira 08:00 às 17:00","NÃO","ONLINE","1","4","0","4","2","0","0","0","0","-15,81894444","-48,12986111","010100002042120000733CF2499F1048C0021586AF4CA32FC0",8,35,"D"
115,"UNIDADE BÁSICA DE SAÚDE Nº 07 - SANTA MARIA","UBS Nº 07 - SANTA MARIA",8,20,"3144569","UBS TIPO 1","NÃO","2017-5950","Av. Brigadeiro Pinto de Moura, S/N, Área Especial, Santos Dumont - Santa Maria","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","SIM","NÃO","NÃO","NÃO","VOLANTE (quinzenal âs tercas feiras)","09h às 16:30 (de 15 em 15 dias)","NÃO","ONLINE","0","1","0","1","0","0","0","0","0","-15,99324","-47,98801","0101000020421200007C0F971C77FE47C078280AF489FC2FC0",80,22,"C"
117,"UNIDADE BÁSICA DE SAÚDE Nº 07 - TAGUATINGA","UBS Nº 07 - TAGUATINGA",7,26,"10960","UBS TIPO 2","NÃO","3371-2888","QNM 36 AE 10","das 07h às 18h de segunda a sexta","SIM","#REF!","#REF!","#REF!","#REF!","#REF!","NÃO","SIM","SIM","SIM","SIM","SIM","07:30h às 17:30h segunda a sexta","QUARTA - FEIRA","ONLINE","3","4","3","7","3","0","0","0","0","-15,801127","-48,094193","0101000020421200008D4127840E0C48C09BE271512D9A2FC0",88,26,"C"
