idprojeto,nuacao,nmacao,dsacao,dtinicio,dtfim,vlrecucacb,vlrecuentidecon,vlrecuentidfina,vlrecucontrapar,vlrecutotal,stacao,aprovacao_previa,centro_custo,centro_custo_adm,idtipo,nome_responsavel,telefone_responsavel,email_responsavel,dtinicio_realizada,dtfim_realizada,dtaprova_encerra_analista,dtaprova_encerra_entidadeprop,dtaprova_encerra_entidadeexec,motivo_encerramento,iddocscomprobatorios,iddocsencerramento,idmodelosimpressao,dtinicio_nova_previsao,dtfim_nova_previsao,comentario
1081,9,Feira Equitopel.,"Visita na feira Equipotel, com objetivo de buscar novas tecnologias, participar de workshops, conhecer cases de empresas e gerar networking.",2019-08-01,2019-10-05,7500.00,3750.00,3750.00,7500.00,15000.00,,,6998.1081,6998.1081,,,,,,,,,,,,,,2019-08-01,2019-10-05,
1081,10,Missão Empresarial.,"O Ver-o-Peso da Cozinha Paraense é o maior evento gastronômico da Amazônia. Realizado em Belém (PA). Todo mês de maio, a cidade de Belém abre as portas para receber os mais renomados chefs nacionais e internacionais, que vêm interagir com chefs locais e desfrutar da diversidade da cozinha local. A vasta disponibilidade de matéria-prima e um cenário criativo efervescente, rendeu para a capital paraense o título de Cidade Criativa da Unesco, com destaque para a gastronomia.",2018-04-01,2018-06-20,10000.00,5000.00,5000.00,10000.00,20000.00,,,6998.1081,6998.1081,,,,,,,,,,,,,,2018-04-01,2018-06-20,
1081,11,Rodas de Negócios - Agricultura Familiar.,"Objetiva realizar uma rodada de negócios com produtores de orgânicos de Rio do Sul e região, em parceria com a EPAGRI. A parceria com os produtores orgânicos, além de desenvolver essa economia hoje crescente na região, visa agregar maior qualidade, valor e segurança alimentar para os clientes dos estabelecimentos participantes do projeto.",2018-10-01,2018-12-15,750.00,375.00,375.00,750.00,1500.00,,,6998.1081,6998.1081,,,,,,,,,,,,,,2018-10-01,2018-12-15,
1081,12,Seminário “Projetando um Restaurante – Espaço Físico e Operação”,"A ação tem como objetivo capacitar os gestores dos estabelecimentos gastronômicos quanto à importância do planejamento de sua operação, bem como do seu espaço físico bem distribuído e organizado. O evento trará assunto como: projeto de arquitetura de restaurantes, reformas, projeto funcional de cozinha e interação da cozinha profissional com o salão, entre outros. Os profissionais envolvidos por debater o assunto são arquitetos, nutricionistas, engenheiros e designers.",2019-06-01,2019-10-15,10000.00,5000.00,5000.00,10000.00,20000.00,,,6998.1081,6998.1081,,,,,,,,,,,,,,2019-06-01,2019-10-15,
1082,1,Estruturação do projeto,Ação obrigatória formada pelo conjunto de atividades necessárias ao planejamento e estruturação do projeto.,2018-05-10,2018-09-15,4000.00,0.00,0.00,0.00,4000.00,,false,6998.1082,6998.1082,,,,,,,,,,,,,,2018-05-10,2018-09-15,
1082,2,Gestão e Monitoramento,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2018-05-10,2020-02-15,7000.00,0.00,0.00,0.00,7000.00,,false,6998.1082,6998.1082,,,,,,,,,,,,,,2018-05-10,2020-02-15,
1082,3,Acompanhamento da Execução das Mensurações,Ação obrigatória formada pelo conjunto de atividades necessárias à mensuração dos resultados do projeto..,2018-07-10,2020-02-20,4000.00,0.00,0.00,0.00,4000.00,,false,6998.1082,6998.1082,,,,,,,,,,,,,,2018-07-10,2020-02-20,
1082,4,Acompanhamento da Execução das avaliações,"Ação obrigatória formada pelo conjunto de atividades necessárias à avaliação do projeto Essa atividade será realizada com auxílio da Equipe de Projeto, que utilizará os resultados obtidos nas pesquisas T0, TF como base para a análise do projeto.",2018-09-30,2020-02-25,4000.00,0.00,0.00,0.00,4000.00,,false,6998.1082,6998.1082,,,,,,,,,,,,,,2018-09-30,2020-02-25,
1082,5,Implantação de um Coworking.,"Todas as ações do projeto têm como principal objetivo a integração de empresas e pessoas inovadoras, fomentando a cultura colaborativa e de inovação, em um ecossistema que facilite a troca de informações e experiências, que ajude na aceleração/investimento para o crescimento de startups – tudo isso convergindo na implementação de um coworking colaborativo. O coworking será um ambiente especialmente pensado para o trabalho de empreendedores que desejam sair do isolamento, em um espaço diferente e de menor custo. O foco em especial, são empresas e empreendedores participantes dos núcleos e associados da ACIRS, que atuam com inovação e tecnologia. Além disso, dentro do coworking, as empresas podem aprimorar o seu networking, compartilhar ideias, formar parcerias, participar de capacitações constantes e ainda, se relacionar mais facilmente com outros profissionais. Por fim, oferecer um ambiente que proporcione uma comunidade empreendedora mais colaborativa, criativa e de impacto, fomentando um ecossistema de inovação. Com o recurso dessa ação, serão desenvolvidas as estratégias de atuação do coworking, por meio de consultorias, plano de negócios, visitas a coworkings de sucesso no Brasil, reuniões com investidores e demais gastos com projetos.",2019-02-10,2019-07-25,10000.00,5000.00,5000.00,10000.00,20000.00,,false,6998.1082,6998.1082,,,,,,,,,,,,,,2019-02-10,2019-07-25,
1082,6,Capacitações em Economia Digital e Colaborativa.,"Tem como objetivo alinhar e capacitar todos os participantes do projeto sobre os temas e conceitos que serão aplicados no novo negócio que se deseja implementar. Serão realizadas 2 capacitações no primeiro ano do projeto e 2 no segundo ano, tornando os participantes aptos a trabalhar, entender melhor e empreender nas áreas selecionadas.",2018-06-01,2019-11-30,17500.00,8750.00,8750.00,17500.00,35000.00,,false,6998.1082,6998.1082,,,,,,,,,,,,,,2018-06-01,2019-11-30,
1082,7,Inova Summit.,"O 1º Inova Summit tem como objetivo realizar um evento de grande porte com palestras, rodas de negócios e clínicas tecnológicas voltadas a inovação, novos negócios, desenvolvimento e criação de startups, tecnologia da informação, marketing digital e demais assunto ligado a cadeia da economia digital. Além disso, aproximar empreendedores e investidores fomentando um ambiente de geração de novos e parcerias. O evento acontecerá durante 4 dias, no mês de agosto e tem como foco empresários, empreendedores, estudantes, investidores e comunidade.",2018-10-25,2019-06-25,37500.00,18750.00,18750.00,37500.00,75000.00,,false,6998.1082,6998.1082,,,,,,,,,,,,,,2018-10-25,2019-06-25,
1082,8,Prêmio da Inovação - 2ª Edição.,"O Prêmio tem como objetivo incentivar e reconhecer os esforços bem sucedidos de inovação nas organizações que atuam no Alto Vale do Itajaí, bem como disseminar a inovação como estratégia competitiva para as empresas. Antes do Prêmio, as empresas que tem interesse em se inscrever, poderão participar de ações de capacitação coletivas sobre inovação, que serão realizadas pelo Núcleo de Inovação da ACIRS. São 5 categorias de premiação: Gestão, Produtos ou Serviços, Modelo de Negócio, Gestão Pública e Destaque em Inovação. O prêmio visa também divulgar as empresas vencedoras, trazendo reconhecimento e fomentando possíveis negócios por meio de atitudes inovadoras implantadas.",2019-05-01,2019-09-10,0.00,3750.00,3750.00,7500.00,7500.00,,false,6998.1082,6998.1082,,,,,,,,,,,,,,2019-05-01,2019-09-10,
1082,9,Missão Empresarial,"Missão para o Vale do Silício, em que os nucleados conhecem fornecedores e tem contatos estratégicos com as empresas participantes. O Vale está em constante mudança, com empresas inovadoras abrindo diariamente, se tornando sempre um destino importante para se discutir, conhecer e implantar inovação e tecnologia.",2019-02-05,2019-12-01,50000.00,25000.00,25000.00,50000.00,100000.00,,false,6998.1082,6998.1082,,,,,,,,,,,,,,2019-02-05,2019-12-01,
1082,10,: DIA “D”-  WORKSHOPS E CAPACITAÇÃO PARA NOVOS NEGÓCIOS,"Mudar a realidade da região trazendo novas perspectivas de inovação para os segmentos empresariais. Atrair clientes, empresas de valor e gerar novos negócios. O objetivo é realizar a ação de workshops para capacitar os nucleados;

Contando com um cronograma com 10 workshops / capacitação de temáticas relevantes, tais como: 
-Inovação
-TI
-E-commerce
-Mídias Sociais / Estratégias Digitais
-Vendas 

A ação consiste em acessar profissionais que pela geografia da região acaba desfavorecida. O workshop e capacitação busca trazer cases de inovação, cultura de inovação e mais conhecimento de ferramentas e práticas para as empresas. A ação ainda visa contemplar os objetivos dos 3 núcleos participantes do projeto, ajudando as empresas a atingirem os resultados finalísticos 1 e 2 propostos.",2019-11-20,2020-05-20,,,,,,ini,false,,,10,,,,,,,,,,,,,2019-11-20,2020-05-20,
1083,1,Estruturação do projeto,,,,1000.00,0.00,1000.00,1000.00,2000.00,,,,,,,,,,,,,,,,,,,,
1083,2,Gestão e monitoramento,,,,2000.00,0.00,2000.00,2000.00,4000.00,,,,,,,,,,,,,,,,,,,,
1083,3,Acompanhamento da execução das mensurações,,,,0.00,0.00,2000.00,2000.00,2000.00,,,,,,,,,,,,,,,,,,,,
1083,4,Acompanhamento da execução das avaliações,,,,2000.00,0.00,0.00,0.00,2000.00,,,,,,,,,,,,,,,,,,,,
1083,5,Capacitação – Gestão Administrativo Financeira,,,,11000.00,4500.00,4500.00,9000.00,20000.00,,,,,,,,,,,,,,,,,,,,
1083,6,Empreender Jovem,,,,16500.00,6750.00,6750.00,13500.00,30000.00,,,,,,,,,,,,,,,,,,,,
1083,7,Missão Empresarial  ,,,,27500.00,11250.00,11250.00,22500.00,50000.00,,,,,,,,,,,,,,,,,,,,
1084,1,Estruturação do projeto,,,,5355.00,0.00,0.00,0.00,5355.00,,,,,,,,,,,,,,,,,,,,
1084,2,Gestão e monitoramento,,,,10710.00,0.00,0.00,0.00,10710.00,,,,,,,,,,,,,,,,,,,,
1084,3,Acompanhamento da execução das mensurações,,,,5355.00,0.00,0.00,0.00,5355.00,,,,,,,,,,,,,,,,,,,,
1084,4,Acompanhamento da execução das avaliações,,,,5355.00,0.00,0.00,0.00,5355.00,,,,,,,,,,,,,,,,,,,,
1084,5,Desenvolvimento Comportamental,,,,52224.00,23936.00,32640.00,56576.00,108800.00,,,,,,,,,,,,,,,,,,,,
1084,6,Qualificação do empreendedor ,,,,10848.00,4972.00,6780.00,11752.00,22600.00,,,,,,,,,,,,,,,,,,,,
1084,7,Promoção da educação empreendedora ,,,,960.00,440.00,600.00,1040.00,2000.00,,,,,,,,,,,,,,,,,,,,
1084,8,Fortalecimento do associativismo e da representatividade  ,,,,6048.00,2772.00,3780.00,6552.00,12600.00,,,,,,,,,,,,,,,,,,,,
1084,9,Benchmarking,,,,7200.00,3300.00,4500.00,7800.00,15000.00,,,,,,,,,,,,,,,,,,,,
1084,10,Valorização da atividade econômica local,,,,7200.00,3300.00,4500.00,7800.00,15000.00,,,,,,,,,,,,,,,,,,,,
1084,11,Rodada de negócios,,,,1200.00,550.00,750.00,1300.00,2500.00,,,,,,,,,,,,,,,,,,,,
1085,1,Estruturação do projeto,,,,5100.00,0.00,0.00,0.00,5100.00,,,,,,,,,,,,,,,,,,,,
1085,2,Gestão e monitoramento,,,,10200.00,0.00,0.00,0.00,10200.00,,,,,,,,,,,,,,,,,,,,
1085,3,Acompanhamento da execução das mensurações,,,,5100.00,0.00,0.00,0.00,5100.00,,,,,,,,,,,,,,,,,,,,
1085,4,Acompanhamento da execução das avaliações,,,,5100.00,0.00,0.00,0.00,5100.00,,,,,,,,,,,,,,,,,,,,
1085,5,WINTERFEST – FESTA DO INVERNO ,,,,8600.00,5000.00,6400.00,11400.00,20000.00,,,,,,,,,,,,,,,,,,,,
1085,6,FESTA DE SÃO JOÃO,,,,6300.00,3750.00,4950.00,8700.00,15000.00,,,,,,,,,,,,,,,,,,,,
1085,7,FESTIVAL DO CHURRASCO  ,,,,10750.00,6500.00,7750.00,14250.00,25000.00,,,,,,,,,,,,,,,,,,,,
1085,8,CICLO DE QUALIFICAÇÃO  ,,,,16000.00,9600.00,14400.00,24000.00,40000.00,,,,,,,,,,,,,,,,,,,,
1085,9,WEIHNACHTSZEIT – TEMPO DE NATAL,,,,12300.00,7500.00,10200.00,17700.00,30000.00,,,,,,,,,,,,,,,,,,,,
1085,10,APLICATIVO TURÍSTICO,,,,28000.00,0.00,12000.00,12000.00,40000.00,,,,,,,,,,,,,,,,,,,,
1086,1,Estruturação do projeto,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2018-04-01,2018-05-01,2685.00,0.00,0.00,0.00,2685.00,,,6998.1086,6998.1086,,,,,,,,,,,,,,2018-04-01,2018-05-01,
1086,2,Gestão e Monitoramento,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2018-10-20,2019-11-30,5370.00,0.00,0.00,0.00,5370.00,,,6998.1086,6998.1086,,,,,,,,,,,,,,2018-10-20,2019-11-30,
1086,3,Acompanhamento da Execução das Mensurações,Ação obrigatória formada pelo conjunto de atividades necessárias à mensuração dos resultados do projeto.,2018-04-01,2019-10-30,2685.00,0.00,0.00,0.00,2685.00,,,6998.1086,6998.1086,,,,,,,,,,,,,,2018-04-01,2019-10-30,
1086,4,Acompanhamento da Execução das avaliações,"Ação obrigatória formada pelo conjunto de atividades necessárias à avaliação do projeto Essa atividade será realizada com auxílio da Equipe de Projeto, que utilizará os resultados obtidos nas pesquisas T0, TF como base para a análise do projeto.",2018-10-22,2019-11-30,2685.00,0.00,0.00,0.00,2685.00,,,6998.1086,6998.1086,,,,,,,,,,,,,,2018-10-22,2019-11-30,
1086,5,Melhoria dos Processos.,"Realizar consultorias e capacitações nas áreas de atendimento, procedimentos internos e preparação de lideranças a fim de padronizar os procedimentos aumentando a qualidade dos serviços prestados.",2018-04-30,2018-08-20,9600.00,4400.00,6000.00,10400.00,20000.00,,,6998.1086,6998.1086,,,,,,,,,,,,,,2018-04-30,2018-08-20,
1086,6,Curso de Desenvolvimento Gerencial e Liderança.,"O desenvolvimento de liderança reflete diretamente sobre o ambiente corporativo e sobre a atuação dos colaboradores, seja ela individual ou em grupo. Dessa forma, é possível adotar novos padrões de desempenho, alcançando objetivos e superando metas.",2018-06-15,2018-12-11,10560.00,4840.00,6600.00,11440.00,22000.00,,,6998.1086,6998.1086,,,,,,,,,,,,,,2018-06-15,2018-12-11,
1086,7,Rodada de Negócios Regional Noroeste.,"Buscamos com essa ação promover a aproximação entre empresas, com a possibilidade de efetivação de vendas e fechamento negócios, o evento é importante também para realizar parcerias, estimular futuros investimentos, ampliar a rede de contatos do empresário, conhecer novos fornecedores e unir empresas com interesses afins através do associativismo",2018-06-01,2018-12-01,2400.00,1100.00,1500.00,2600.00,5000.00,,,6998.1086,6998.1086,,,,,,,,,,,,,,2018-06-01,2018-12-01,
1086,8,Missão Empresarial.,"Com o objetivo de fazer a realização de visitas técnicas e missões empresariais que promovam um intercâmbio de experiências, tecnologias e equipamentos que possam ser adaptados e incorporados nas empresas que inovem e melhorem as atividades das mesmas. Sendo um dos destinos Florianópolis em Novembro de 2018 para participação em visitas técnicas em empresas.  E para 2019 a missão empresarial na cidade de Curitiba – PR para visitas em empresas do setor farmacêutico e em outras empresas pertinentes aos jovens empresários.",2018-06-01,2019-12-01,4800.00,2200.00,3000.00,5200.00,10000.00,,,6998.1086,6998.1086,,,,,,,,,,,,,,2018-06-01,2019-12-01,
1086,9,Desenvolvimento do Plano de Gestão Estratégica.,"Trazer para os participantes a oportunidade de aprender a analisar o ambiente empresarial, identificar pontos fortes, fracos, oportunidades e ameaças e elaborar um plano de ação estratégico para implementação imediata na sua empresa. Com o acompanhamento personalizado de um consultor, para construir o plano com o detalhamento de todas as ações necessárias para aumentar a competitividade do negócio.",2019-03-10,2019-08-10,12240.00,5610.00,7650.00,13260.00,25500.00,,,6998.1086,6998.1086,,,,,,,,,,,,,,2019-03-10,2019-08-10,
1086,10,Workshop sobre Atendimento e Vendas.,"Para essa ação buscasse realizar um workshop de atendimento e vendas que traz o conteúdo necessário para empresas, já que identificamos no grupo que elas necessitam de algo prático e já vivenciado. Além de empenhar toda a equipe e integrá-los num objetivo comum, uma está ação foca principalmente resultados em curto prazo, com caráter extremamente motivador, interativo e dinâmico. É uma oportunidade de gerar novas ideias, reciclar conhecimentos, dividir experiências como também aprender novas técnicas de atendimento e vendas.",2019-07-01,2019-11-30,3360.00,1540.00,2100.00,3640.00,7000.00,,,6998.1086,6998.1086,,,,,,,,,,,,,,2019-07-01,2019-11-30,
1087,1,Estruturação do projeto,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2018-03-01,2018-04-01,1815.00,0.00,0.00,0.00,1815.00,,,6998.1087,6998.1087,,,,,,,,,,,,,,2018-03-01,2018-04-01,
1087,2,Gestão e Monitoramento,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2018-06-22,2019-11-30,3630.00,0.00,0.00,0.00,3630.00,,,6998.1087,6998.1087,,,,,,,,,,,,,,2018-06-22,2019-11-30,
1087,3,Acompanhamento da Execução das Mensurações,Ação obrigatória formada pelo conjunto de atividades necessárias à mensuração dos resultados do projeto.,2018-04-01,2019-11-30,1815.00,0.00,0.00,0.00,1815.00,,,6998.1087,6998.1087,,,,,,,,,,,,,,2018-04-01,2019-11-30,
1087,4,Acompanhamento da Execução das avaliações,"Ação obrigatória formada pelo conjunto de atividades necessárias à avaliação do projeto Essa atividade será realizada com auxílio da Equipe de Projeto, que utilizará os resultados obtidos nas pesquisas T0, TF como base para a análise do projeto.",2018-06-22,2019-11-30,1815.00,0.00,0.00,0.00,1815.00,,,6998.1087,6998.1087,,,,,,,,,,,,,,2018-06-22,2019-11-30,
1087,5,Curso e Desenvolvimento da Análise de Custos e Formação de Preços.,"Essa ação nos dará um parâmetro para avaliarmos se a nossa estrutura de custos nos permite ser competitivos; pois entendemos que a falta de informação e /ou a não utilização de uma ferramenta que ajude, a saber, os custos do produto prejudica a tomada de decisão dos preços de venda, interferindo diretamente na lucratividade da empresa.",2018-04-20,2018-07-20,3300.00,1540.00,2160.00,3700.00,7000.00,,,6998.1087,6998.1087,,,,,,,,,,,,,,2018-04-20,2018-07-20,
1087,6,Consultoria em Marketing.,"Esta ação está voltada para organizar o setor e estruturá-lo, atuando interna e externamente, gerenciando a relação entre empresa e mercado, como o objetivo de valorizar os produtos e serviços oferecidos, buscando potencializar a satisfação e as expectativas dos clientes.",2018-06-11,2018-12-20,9870.00,4620.00,6510.00,11130.00,21000.00,,,6998.1087,6998.1087,,,,,,,,,,,,,,2018-06-11,2018-12-20,
1087,7,Curso de Desenvolvimento Gerencial de Liderança.,"Com foco na Gestão de Pessoas e desenvolvimento de liderança dos nucleados entendemos que o domínio sobre a inteligência emocional caminha em paralelo com o autoconhecimento, um gestor bem sucedido, precisa perceber e entender as suas habilidades, necessidades e interesses para depois fazer o mesmo com cada um da sua equipe. Um bom trabalho em equipe irá propiciar uma maior produtividade, a utilização eficaz dos recursos, os problemas serão resolvidos da melhor forma, melhora da qualidade dos produtos e serviços, aumento da criatividade e inovação seguido por decisões de melhor qualidade.",2018-05-25,2018-10-30,1880.00,880.00,1240.00,2120.00,4000.00,,,6998.1087,6998.1087,,,,,,,,,,,,,,2018-05-25,2018-10-30,
1087,8,Missão Empresarial para Feira e Empresas do Segmento.,"Está ação vem de encontro à busca por inovação e conhecimento e a prospecção de novos mercados e tecnologias, as empresas precisam estar muito bem preparadas para atender às tendências que favorecerão a geração de negócios e aumento de clientes. Em 2019 visitar a Fimma Brasil em Bento Gonçalves – RS, e em 2018 visitar a feira Casa Cor em Itapema –SC, e Centro moveleiro em São Bento do Sul - SC.",2018-05-20,2019-11-30,7050.00,3300.00,4650.00,7950.00,15000.00,,,6998.1087,6998.1087,,,,,,,,,,,,,,2018-05-20,2019-11-30,
1087,9,TREINAMENTO “O PROCESSO IDEAL DE VENDAS” PARA O SETOR MOVELEIRO.,"Objetiva desenvolver as habilidades comerciais dos profissionais que atuam especificamente com móveis convencionais, planejados e marcenaria, em um mercado globalizado em constante mudança e de concorrência acirrada, trazendo a necessidade de atualização e quebra de paradigmas. O foco deste treinamento está no ser humano, ou seja, no desenvolvimento de técnicas de vendas, habilidades e atitudes comportamentais dos profissionais, a fim de atender às necessidades dos clientes criando uma experiência de compra baseada na excelência.",2019-04-20,2019-10-20,4700.00,2200.00,3100.00,5300.00,10000.00,,,6998.1087,6998.1087,,,,,,,,,,,,,,2019-04-20,2019-10-20,
1088,1,Estruturação do projeto,,,,2070.00,0.00,0.00,0.00,2070.00,,,,,,,,,,,,,,,,,,,,
1088,2,Gestão e monitoramento,,,,4140.00,0.00,0.00,0.00,4140.00,,,,,,,,,,,,,,,,,,,,
1088,3,Acompanhamento da execução das mensurações,,,,2070.00,0.00,0.00,0.00,2070.00,,,,,,,,,,,,,,,,,,,,
1088,4,Acompanhamento da execução das avaliações,,,,2070.00,0.00,0.00,0.00,2070.00,,,,,,,,,,,,,,,,,,,,
1088,5,Curso de gestão estratégica com consultorias,,,,9350.00,2550.00,5100.00,7650.00,17000.00,,,,,,,,,,,,,,,,,,,,
1088,6,Consultoria em gestão de pessoas,,,,11550.00,3150.00,6300.00,9450.00,21000.00,,,,,,,,,,,,,,,,,,,,
1088,7,Missão Empresarial para a Colômbia,,,,17325.00,4725.00,9450.00,14175.00,31500.00,,,,,,,,,,,,,,,,,,,,
1089,1,Estruturação do projeto,Ação obrigatória formada pelo conjunto de atividades necessárias ao planejamento e estruturação do projeto.,2018-05-01,2018-05-25,3750.00,0.00,0.00,0.00,3750.00,,,6998.1089,6998.1089,,,,,,,,,,,,,,2018-05-01,2018-05-25,
1089,2,Gestão e Monitoramento,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2018-05-01,2019-12-20,3750.00,0.00,0.00,0.00,3750.00,,,6998.1089,6998.1089,,,,,,,,,,,,,,2018-05-01,2019-12-20,
1089,3,Acompanhamento da Execução das Mensurações,Ação obrigatória formada pelo conjunto de atividades necessárias à mensuração dos resultados do projeto.,2018-04-01,2019-11-30,7500.00,0.00,0.00,0.00,7500.00,,,6998.1089,6998.1089,,,,,,,,,,,,,,2018-04-01,2019-11-30,
1089,4,Acompanhamento da Execução das avaliações,"Ação obrigatória formada pelo conjunto de atividades necessárias à avaliação do projeto Essa atividade será realizada com auxílio da Equipe de Projeto, que utilizará os resultados obtidos nas pesquisas T0, TF como base para a análise do projeto.",2018-05-01,2019-12-20,3750.00,0.00,0.00,0.00,3750.00,,,6998.1089,6998.1089,,,,,,,,,,,,,,2018-05-01,2019-12-20,
1089,5,ISO – Para Excelência Contábil,"Implantação de um programa para capitação e diferenciação de serviços aos escritórios contábeis do núcleo dos contadores, buscando boas praticas contábeis, ensino e capacitação, controle de processos e gestão (mapeamento e padronização).",2018-11-20,2019-11-20,28800.00,13200.00,18000.00,31200.00,60000.00,,,6998.1089,6998.1089,,,,,,,,,,,,,,2018-11-20,2019-11-20,
1089,6,Fomentar o Associativismo no Meio Contábil,"Desenvolver ações que possibilitem a aproximação dos escritórios contábeis e troca de conhecimento profissional, e nesse sentido buscar nas concorrentes ideias que possam melhorar a qualidade dos produtos e serviços de determinada organização.",2018-06-03,2018-10-25,7200.00,3300.00,4500.00,7800.00,15000.00,,,6998.1089,6998.1089,,,,,,,,,,,,,,2018-06-03,2018-10-25,
1089,7,Comite Gestor & Ibracon,"Realizar duas missões empresariais, sendo uma para conhecer o Comitê Gestor e a outra para o IBRACON. O Comitê Gestor tem como objetivo identificar e monitorar as ações a serem implantadas para viabilizar a convergência das Normas Contábeis e de auditoria, a partir das Normas Brasileiras de Contabilidade editadas pelo Conselho Federal de Contabilidade - CFC, dos Pronunciamentos de Contabilidade e Auditoria editados pelo Comitê de Pronunciamentos Contábeis (CPC) e IBRACON, respectivamente, bem como de assuntos regulatórios no Brasil, visando o alinhamento às Normas Internacionais de Auditoria e Asseguração emitidas pela IFAC e às melhores práticas internacionais em matéria regulatória.",2018-06-23,2019-11-23,24000.00,11000.00,15000.00,26000.00,50000.00,,,6998.1089,6998.1089,,,,,,,,,,,,,,2018-06-23,2019-11-23,
1090,1,Estruturação do projeto,,,,3870.00,0.00,0.00,0.00,3870.00,,,,,,,,,,,,,,,,,,,,
1090,2,Gestão e monitoramento,,,,7740.00,0.00,0.00,0.00,7740.00,,,,,,,,,,,,,,,,,,,,
1090,3,Acompanhamento da execução das mensurações,,,,3870.00,0.00,0.00,0.00,3870.00,,,,,,,,,,,,,,,,,,,,
1090,4,Acompanhamento da execução das avaliações,,,,3870.00,0.00,0.00,0.00,3870.00,,,,,,,,,,,,,,,,,,,,
1090,5,MPE Brasil Análise Estratégica,,,,1920.00,880.00,1200.00,2080.00,4000.00,,,,,,,,,,,,,,,,,,,,
1090,6,Intercâmbio Empresarial de Experiências Gerenciais e Administrativas,,,,12000.00,5500.00,7500.00,13000.00,25000.00,,,,,,,,,,,,,,,,,,,,
1090,7,Compreensão do Universo 4.0,,,,19200.00,8800.00,12000.00,20800.00,40000.00,,,,,,,,,,,,,,,,,,,,
1090,8,Inovação Empresarial com Startups,,,,14400.00,6600.00,9000.00,15600.00,30000.00,,,,,,,,,,,,,,,,,,,,
1090,9,O Que Um Plano de Negócios Não Me Ensina,,,,14400.00,6600.00,9000.00,15600.00,30000.00,,,,,,,,,,,,,,,,,,,,
1091,1,Estruturação do projeto,Ação obrigatória formada pelo conjunto de atividades necessárias ao planejamento e estruturação do projeto.,2018-03-01,2018-04-01,4320.00,0.00,0.00,0.00,4320.00,,,6998.1091,6998.1091,,,,,,,,,,,,,,2018-03-01,2018-04-01,
1091,2,Gestão e Monitoramento,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2018-04-01,2020-01-10,8640.00,0.00,0.00,0.00,8640.00,,,6998.1091,6998.1091,,,,,,,,,,,,,,2018-04-01,2020-01-10,
1091,3,Acompanhamento da Execução das Mensurações,Ação obrigatória formada pelo conjunto de atividades necessárias à mensuração dos resultados do projeto.,2018-04-01,2019-12-20,4320.00,0.00,0.00,0.00,4320.00,,,6998.1091,6998.1091,,,,,,,,,,,,,,2018-04-01,2019-12-20,
1091,4,Acompanhamento da Execução das avaliações,"Ação obrigatória formada pelo conjunto de atividades necessárias à avaliação do projeto Essa atividade será realizada com auxílio da Equipe de Projeto, que utilizará os resultados obtidos nas pesquisas T0, TF como base para a análise do projeto.",2018-04-01,2020-01-10,4320.00,0.00,0.00,0.00,4320.00,,,6998.1091,6998.1091,,,,,,,,,,,,,,2018-04-01,2020-01-10,
1091,5,Plano de Qualificação para a Cadeia Automotiva.,"Realização de quatro cursos ligados à mão de obra, sendo dois na área de mecânica pesada nos temas Cambio Automatizado e Válvula eletropneumática, e dois na área de mecânica leve, Injeção direta de combustível e Rede can, todos de aperfeiçoamento. Além desses será realizado também dois cursos voltados à gestão das empesas, um deles ligado a Gestão financeira e controladoria e o outro D- Olho na Qualidade: 5s para os pequenos negócios.",2018-05-20,2019-12-08,23040.00,10560.00,14400.00,24960.00,48000.00,,,6998.1091,6998.1091,,,,,,,,,,,,,,2018-05-20,2019-12-08,
1091,6,Adequação as Normas Regulamentadoras de Segurança.,Contratação de consultoria especializada na área de segurança do trabalho para reduzir a incidência de acidentes com colaboradores e assim beneficiar empresários contra eventuais questões trabalhistas que possam ocorres e também proporcionar melhoria do ambiente de trabalho.,2018-05-17,2019-10-22,10080.00,4620.00,6300.00,10920.00,21000.00,,,6998.1091,6998.1091,,,,,,,,,,,,,,2018-05-17,2019-10-22,
1091,7,"Missões Técnicas Regionais, Estaduais e Internacionais.","Realização de visitas técnicas e missões empresariais com o objetivo de avaliar os métodos de trabalho no mercado e dessa forma implantar mudanças que levem a melhorias significativas nos produtos e processos da organização. A ação visa efetuar uma missão a Toyota na Argentina, devido ao fato de que a fabricação da Hilux SW4 acontece na fabrica de Buenos Aires. E o acompanhamento da fabricação da mesma abrange tanto a área de linha leve, quanto à área de linha pesada, atendendo assim a demanda de todos os Nucleados.",2018-05-20,2019-12-01,26400.00,12100.00,16500.00,28600.00,55000.00,,,6998.1091,6998.1091,,,,,,,,,,,,,,2018-05-20,2019-12-01,
