idfile,idreuniao,dsfile,nmfile,dtupload,dsextensao
78bbde729445d240cdfa7e93f9931316,9912,Lista de presença 1,21 de outubro_1.JPG,2010-10-22,jpg
78bead351484236fda3a9c13da727a7e,4954,ATA - 27/07/09,Ata de reunião 72 22 07 09,2009-07-22,doc
78d8e02df3f9ac57eed4e43a7dffb5b3,2161,ATA 4ª REUNIÃO,ATA ART 4ª 23072005,2008-10-24,doc
78d940b3ec22edae62edbc9d835f46b0,3779,Empresario TODA OBRA visitam stands da FEICON,Empresarios da TODA OBRA visitando stands da FEICON.JPG,2009-05-06,jpg
7906d1bd14b5773441b080944d28ec9a,10560,Lista de presença.,10 de Fevereiro_Acad,2011-02-18,jpg
790b3da91ec0234ed00c4a9483d837e3,10227,NO MEIO DO PROCESSO,CURSO DE CABELEIREIROS 012,2010-11-30,jpg
7919fb3991f22612066fed7bc459669b,10598,Lista de presença 1,18deFevereiro_1Const,2011-03-01,jpg
791f0d582ce14400626584fa86432022,7297,RELATORIO,Relatório Atividades missão beleza RP 13-07-09,2009-12-15,doc
79335b9ac706515cfa5ceaefdb7dd862,12726,ATA,2013_04 ACIM PORTO Relatório de Reunião 09-04-2013,2013-04-16,docx
793edfee285da1146be68a6541845a72,7708,18º Relatório A&R,18º Relatório - A&R  11-08-09,2010-01-18,doc
7957aaae26f6e1c55559f21a36ab76c8,3546,relatório da reunião,ASFAM 03.03.09,2009-04-22,doc
7967d0003babd4406bd844720ebae15f,6221,"Relatório Palestra \\""Qualidade no Atendimento\\"".",Palestra Qualidade no atendimento,2009-10-06,doc
79791ab2cd5c130fe0f0b36ad442f5c2,8336,Lista de presença,300809 084,2010-04-06,jpg
79a198a8961641c7ed2a04e3164156b6,7777,Relatório resultados NAESP,programa empreender pinhal até dez2009 naesp,2010-01-19,doc
79ca5fdb65946185fa5d3fc13841e314,6632,Relatório da Reunião Núcleo de Confecção 09-11,Relatório do Núcleo de Confecção 09-11,2009-11-12,doc
79cfe768c2aabfc46b1d06f7ee5d1ec0,7057,04 - Beleza - 26-10-09.doc,04 - Beleza - 26-10-09,2009-12-03,doc
79d0c616a4cfa90f863b0afc0e904412,3784,Ensaio Infantil para o II Desfile,DSC06295­_01.JPG,2009-05-06,jpg
79e13d53cd5a781ba6fc07e19cbac56a,4206,ATA DA 1º REUNIÃO,Ata de Reunião 01,2009-06-10,doc
79f9eee94e819f1b65380d5059f35aee,2794,"Jornal \\""Beleza Saudável\\"" - Itaporanga",Itaporanga,2008-12-15,doc
79fc9ad96b237f8f18a8bfea69c25017,1263,DESCRIÇÃO,Alimínio 01-09-06 4a.,2008-08-11,doc
7a152e37d3f7ba3593e7cee2671a4dbf,7681,42º Relatório A&R,42º Relatório - visita Senai  20-09,2010-01-16,doc
7a24f9f51c86d0090a424c1d93fb1560,9339,Ata 03/08/2010,Ata de Reunião 102 - 03 08 10,2010-08-04,doc
7a605ca20c043c33ed745d3aae3a5dbf,7880,34º Relatório A&R 08,34º Reunião N. Beleza - A&R,2010-01-28,doc
7a7037bf1607817a42b6ad763056baf8,8467,Ata de Reunião,Relatorio de Reunião do Nucleo de Gastronomia em  13ABR2010,2010-04-17,doc
7a71ea1d8c465c520707487256c8dd73,12274,Reunião Realizada em 30/08/2012,Reunião Hospedagem - 30.08.12,2012-09-04,doc
7abd6291604778e6341039dba4e67672,10596,Lista de presença 2,22 de Fevereiro_2,2011-03-01,jpg
7adfe3ac697386b82226f2ccd9960ed0,9505,Foto do Dr. Fábio conversando com os empresários,EDIT,2010-08-27,jpg
7ae0fbce061c463208db8d7c7918fdac,12871,Reunião Realizada em 21.05.2013,Reunião Rural 21.05.2013,2013-05-24,docx
7b075c285b632b52b331fc449cb389b0,12174,Reunião Realizada em 12/07/2012.,Reunião N. Gastronomico 12.07.12,2012-07-25,doc
7b30380fc5f94abf449da27581d2f82d,7237,Relatorio,Reunião Confecções e Calçados 04 Novembro,2009-12-14,doc
7b3e8064b4ab5e8670dc0dd29e1d93f1,10553,lista de presença,1602 cojem,2011-04-13,jpg
7b710be98c227b53f6e9e35ec7d3902c,3302,RELATORIO DE REUNIÕES,2008_07_16 14,2009-03-23,doc
7b7708ff1b65f7a138c91509deea999a,2308,Reunião8 25.02,reunião8  25.02,2008-11-06,doc
7b7829a0c75479f789045ce7f5f4f1b8,5357,AGENDA e Princípios_trabalho_participativo,Principios_trabalho_participativo,2009-08-25,doc
7b9c143baf00bc49c25f0cd399f616f9,2797,Convite do Evento Tânagra,Convite.JPG,2008-12-15,jpg
7bd97b5f0e0681bce88ec94c5c4fd9f8,2015,ATA 13ª REUNIÃO,ATA CONF 13ª 18112004,2008-10-21,doc
7bdf155821128717893bd4146c210c18,3160,ata de reunião,Ata de reunião 77 - 02 03 09,2009-03-03,doc
7bf29b7a33673f3f4a8d9c2abb102de9,8012,Relatório de reunião,Relatório de reunião Alto da Cidade 03 02 2010,2010-02-11,doc
7bf4f200bd2fd1a1b22f2c9d225aa8ae,12883,Reunião Realizada em 07/05/13,Rural - 07.05.13,2013-05-28,doc
7bfdf289ead1c8f2dcabea2dc8006e88,1269,DESCRIÇÃO,Alimínio 10-11-06 9a.,2008-08-11,doc
7c1f8c05509a16d6ad8cda0111e5ac96,10686,Lista de presença 2,10 de Março_2_Cons,2011-03-31,jpg
7c3f731e828d66e1d4ee69d15f1364ea,10464,Pauta da reunião;,Pauta_25 de janeiro,2011-02-02,jpg
7c50637f010f3a40257fdef0cd803996,7752,Lista Presença 4,lista 4,2010-01-19,doc
7c50637f010f3a40257fdef0cd803996,7790,Lista Presença 4,lista 4,2010-01-20,doc
7c56725b6642515e8085b3adb955d3d6,6273,posse nova diretoria,DSC02015,2009-10-08,jpg
7c5864080e14eae2554866e24604ef6b,10798,RELATÓRIO 31/03/2011,REUNIÃO 31-03-2011,2011-04-14,doc
7c59cae1e58d6f3350221a7407ff041b,7842,Ata,ATA 11,2010-01-25,doc
7c6976b7f80831bb337ebb10a3876710,13095,Reunião Realizada em 30/07/2013,Reunião T. Rural - 30.07.13,2013-08-01,doc
7c6dcf8293bd2536da8831dec684f70d,7255,RELATORIO,Relatório 1 reunião beleza 05-20-09,2009-12-14,doc
7c7140e334c93045315fcfb6d336e39d,10494,Lista de presença 1.,03 de Fevereiro_1,2011-02-18,jpg
7c836e536c6fae49bd95d0b6ce6ea351,7590,Listas,Lista cont._26no,2010-01-04,jpg
7c867b08d0f04f5ac166eda60dd357e0,10486,Pauta da reunião;,Pauta_01 de Fevereiro,2011-02-02,jpg
7c9ac93b6bbe417e1512c5bc2aff7988,10778,Reunião da NUMDAB,PC130013.JPG,2011-04-12,jpg
7c9d6cd7a18533ae3e7c01adfa3e8c87,6742,Pauta da reunião,ASCER 9.11.2009,2009-11-23,doc
7cb6d9a4f3e55312bef499ab83755fb0,10598,Foto da reunião,Imagem 1 - Const.,2011-03-02,jpg
7cc57672454b42be1314a9962a11cd37,1447,REUNIÃO PERIÓDICA AGOSTO 2008,reunião-nsti-11.08.2008,2008-09-03,doc
7cee0d0e05f5b6774a9cabab566a6b45,4968,ATA,ATA 010- 2009 - Diretoria CMEI,2009-07-23,doc
7d0a62b8cf634973e143cd1e2c080a43,10170,Lista de presença 2.,11 de novembro- Const. - _2,2010-11-23,jpg
7d25755991c182b8e4e87ed41e72bf9e,9662,Lista de presença 2.,14 de setembro_2,2010-09-14,jpg
7d4662699af590465ef51d64d495dd83,5487,Relatório de reunião,doc 25.05.09,2009-08-31,doc
7d9913b63e9c05f79d6c0d44e8d1f35f,13007,LISTA DE FREQUÊNCIA WORKSHOP,FREQ.WORKSHOP CRC 1,2013-07-03,jpg
7dcd0a0559ec99619ba8647affeac71d,8900,controle das ações realizadas,Acompanhamento das ações planejadas R.H. 2009,2010-06-25,xls
7dfb5866c90408e18bbac30a4c474e61,9306,Ata da Reunião,Ata de Reunião 06-2010,2010-08-02,doc
7e05ebb0cad048685980389fdbebe794,7787,Ata,ATA 21 - Luk Embreagens,2010-01-20,doc
7e06b8cd8698c43d4257dbab7881ca25,1429,ata da reunião,Ata de Reunião  10 - 28 08 08,2008-08-29,doc
7e2418e1039dfa45606c197331655eb5,8596,Relatório - 26/04/2010,223 RT - 26-04-2010,2010-05-07,doc
7e3533a3926d85b29d755947c5f59235,8557,Ata de Reunião,05 Ata de reunião - 24 03 10,2010-04-29,doc
7e7b67ce33471ee44d3b1e9bbac6656c,11712,Acordo externo de participação em eventos,ACORDO EXTERNO  N. ARTESANATO,2011-12-14,doc
7e811403d7e3b1c8926012e65539f855,9468,ATA18/08/2010,Ata de Reunião 148 - 18 08 10,2010-08-19,doc
7e9293c1d14515f901a7bd7963168062,13086,arquivo,compartivo de METAS,2013-07-31,docx
7e987c0192bbb8a8464a9b91866ba2c2,8219,Relatório de reunião quinzenal,Relatório de reunião 08 02 2010,2010-03-16,doc
7e9a19f29b581f0b448a56577ec51978,10196,Lista de presença 2.,23 de Novembro_2,2010-11-25,jpg
7e9a9ee521e0ae0bb3157ffb3283bc25,675,Ata,Ata de reunião 077,2008-06-10,doc
7ec26cefd068b12722073bf9d67cf351,2118,Relatório da RT - 20/08,194 RT - 20-08-2008,2008-10-22,doc
7ee1bf7be2b53d221ec838788c385bc4,7733,Lista Presença 3,lista 12 .3,2010-01-18,doc
7ee1bf7be2b53d221ec838788c385bc4,7778,Lista Presença 3,lista 12 .3,2010-01-19,doc
7ef4c14bb23dc75690c39f57e7480f5c,9488,Pauta da reunião,Pauta_19 de agosto,2010-08-27,jpg
7efaea3582e7b0739fc675d9f9289a14,7280,RELATORIO,Relatório  reuniao beleza e estética 29-07-09,2009-12-15,doc
7f26e6a9280dda87be4e4bdaae6c2e8c,13140,Reunião Realizada em 01/08/2013,Ata NAes - 01.08.13,2013-08-09,doc
7f5f306245a54b67cfc36854c16e4b4b,7712,21º Relatório A&R,21º Relatório - A&R  01-09-09,2010-01-18,doc
7f6f6e17f7d9f96443be11b29d00654d,9717,Pauta da reunião.,Pauta_23 de setembro,2010-09-24,jpg
7f70eada84ed7f6a8804f4c3d4a06e6a,12153,kkkk,_Regulamento de assiduidade,2013-07-15,doc
7f758da921f6cf8b2bdba90a31104a5f,6602,ATA OFICIAL 2ª REUNIAO,ATA+2ª+RE..,2009-11-11,doc
7f7ca9f15c6a840efae14652a573dd72,11945,reunião,HPIM4959 (2).JPG,2012-03-30,jpg
7f8f666ac9979b16eff9bacf2ff21fe3,2942,Reunião 10/05/2007,LISTA PRESENÇA 10 05,2009-01-06,doc
7fc9f9fea863605aa832dc99e38e8d49,8554,Ata de Reunião,02 Ata de reunião -  10 02 10,2010-04-29,doc
7fcce636a4f7f1fea84be4d7fcb60f14,7795,Ata,ATA 29,2010-01-20,doc
7fea54f7011bd19780721bf50ae143df,10834,LISTA DE PRESENÇA 19/04/2011,COJEM 1904,2011-04-20,jpg
7ff9c7bc167c06f672fb2dc3ce8c4b98,5799,12ª reunião,12-décima segunda reuniãoa bazares 14 de agosto,2009-09-17,doc
80146a6a446aec8038617e6dc568a953,7555,6º Reunião,6º Reunião N. Automotivo-A&R,2010-01-02,doc
8020ec5d04e43aa1c815051f76493b13,7775,Pauta da Reunião 24ª,PAUTA 24º Reunião,2010-01-19,doc
805766116861bc016abbcd3e3e669f83,7883,37º Relatório A&R 08,37º Reunião N.Beleza- A&R,2010-01-28,doc
80b2c90ff3fa4cebb41ed4db0db2c457,7759,Ata,ATA 29,2010-01-19,doc
80bf93f5b69003692835400eecf34a02,3105,Ata 83ª Reunião,ATA ART 83ª 06022009,2009-02-23,doc
80c52e8b4948f1b32725ad9c91b57184,7814,1º Relatório A&R,1º Relatório A&R- Beleza,2010-01-22,doc
80f51fc874ef4a3aae057e680227928a,2790,Encontro dos Núcleos,Relatório,2008-12-12,doc
81036949e6be73db635fb2cae6715acc,12505,Reunião Realizada em 11/12/2012.,Reunião Rural 11.12.12,2012-12-13,docx
8110f443aa2f8cb64c7898223f316fb3,3385,Fotos do treinamento,P1010596.JPG,2009-04-02,jpg
8120494dcb045237da44e0714d508153,5515,Pauta da reunião,TACR 20.08.2009,2009-09-01,doc
8124cc3af6468db13d39cd1311c7c7ac,7765,Ata,ata 2,2010-01-19,doc
814eddcba0fb33f4983223754616bec8,2969,Reunião 08/05/2007,Relatório 08 de Maio,2009-01-08,doc
81567ec0e453a3fbdb066378655c89ef,8107,ATA 10/02/2010,Ata de Reunião 138 -  10 02 10,2010-02-23,doc
816bfcd23a030a005e85fed851055671,2558,memória da reunião,memória reunião 081008,2008-11-20,doc
8170f9e8cb4c3481d414e323e8c1417e,7817,4º Relatório A&R 08,4º Relatório A&R - Beleza,2010-01-23,doc
818e5de371183797c5753577cbb1c6a7,5834,90º DEMONTRAÇÃO DONNYS COSMETICOS,90 R.SBZ 10 -2009 ACIT,2009-09-18,doc
81c072cd452027eb8829a5174faa2c73,8028,Ata 04 02 2010,12 Ata de reunião 04 02 10,2010-02-10,doc
81c81b0d7f3ba1fa241efda76b87d315,1545,Relatório de reunião - Célula Mercado,Relatório de reunião de celula - Mercado,2008-09-12,doc
820558f93c8e041d3a4b2415f1ab50ce,9807,Lista de presença 1,Info_5 de outubro.JPG,2010-10-08,jpg
8227ef9f9615a932476c386583a88991,4119,Ata - 28 - 08/04/2009,Ata 28 - 08 04 09,2009-06-04,doc
8256023ae0ba4b389a919ad73730f15e,2116,Relatório completo da RT - 16/07,192 RT - 16-07-2008,2008-10-22,doc
82562926d45bc6b3e6be23c1c0b29f8c,2269,Ata de Reunião,ATA DE REUNIAO  Contabilidade 21 julho,2008-11-03,doc
825e841eebb6d3df5de81f9d3af9b453,1448,Plano de ação,"6, relatório de reunião brotasbrasil",2008-09-03,doc
825f6c19fef79803ab1a37aa6a80206d,11161,Logomarca Núcleo de Lojas 2011,nucleo de lojas,2011-06-22,jpg
82823820dcbbb3722900873f4ece3aa2,2827,ATA,ATA ART 32ª 24062006,2008-12-22,doc
82a2f513c3be3b3fb689dde91a4b7a15,3002,Relatorio de Atividades EMPREENDER 2008,Empreender 2008,2009-01-27,doc
82abba9f966d30f8e65b6ca019c29b5f,8872,Relatório de reunião,Relatorio de Reunião GRAG 23 06 2010,2010-06-24,doc
82afce5b8f4516454856c03c9220d9e4,11187,Reunião do dia 14/02/2011,Reunião Aventura 14.02.11,2011-06-29,doc
82c1a470f6da4c9fe8c663f61ca91912,6693,Matéria que saiu no jornal da região.,materia jornal,2009-11-27,jpg
82cd96e57f17fe88b556d99b85b3c4d9,797,Ata,Ata dia 14-05-2008.0048,2008-06-25,doc
82d9c50f44b79d75ebf11df6b376968d,28,FOTO PALESTRA COM IAP,imagem_554,2007-11-13,jpg
8311c8254f6806cca7bf484e2a3a0bdd,2368,ata da reunião,Ata de reunião 62 - 11 11 08,2008-11-11,doc
83139964e0e6e43bb0702a1f6eb82c05,2956,Reunião 05/06/2007,LISTA PRESENÇA 05 06,2009-01-08,doc
831ad590c4b6cd723849dc0c1bde1611,9708,Pauta da reunião.,Pauta 22 de setembro.JPG,2010-09-22,jpg
83274ae78b7757025eb95646b098ec3f,10785,LISTA DE PRESENÇA 21/03/2011,2103 cojem,2011-04-13,jpg
83397543c7416ddd2257d8e33c038e7e,7840,Ata,ATA 9,2010-01-25,doc
8358ec01f3f3dbbafca0c5e6c84dc376,7095,Grupo de Gastronomia 2,Grupo de Gastronomia 01nov09 2,2009-12-14,jpg
83a43f28426b2f318f9d5c558dd0bf70,11221,Arte da Camiseta apresentada em reunião,camiseta-seg-beleza,2011-07-01,jpg
83b337a987a9f3c16854de91378e8c97,3806,CONVOCAÇÃO 003,CONVOCAÇÃO REUNIÃO DAS AGÊNCIAS 003,2009-05-07,doc
83c84afbbe915f13f8a318da738951da,7810,Lista Presença,LISTA 3,2010-01-22,doc
83ca6f591b6469c93b7a93d8f87345b8,5453,Relatório de reunião,25.08.2009,2009-08-28,doc
83d7302b2d8edeb0cc1f2ae6aa4fb3fa,4967,ATA,ATA 008- 2009 - Diretoria CMEI,2009-07-23,doc
83f1f9b63d4dbc5686b459e0ba579d3c,10896,relatório da reunião do dia 05/05/2011,pauta05052011,2011-05-05,doc
83fcde4b67625453c8779eee37745241,10789,LISTA DE PRESENÇA 04/03/2011,0403 turismo,2011-04-13,jpg
84096c107114e286c6ce63e37b3f51e5,10197,Projeto de Lei Modelo SMS,PROJETO LEI  - TRANSPORTE ESCOLAR PRIVADO,2010-11-26,doc
8419851f8bc9adee26e598e945fccb7f,1304,ata da reunião,Ata de reunião 50 12 08 08,2008-08-13,doc
8423011e6b2fdde83adb53254ddcff7d,1664,Carta ACIFI,carta ACIFI ok,2008-09-22,doc
8431447f5f83539af475b373c0a01d58,5785,Convite Corpore Cabeleireiros,convites corpore cabelereiros,2009-09-17,doc
843b75107e7e99653dc2d8e6d39f2a70,7252,Relatorio,Reunião Beleza 04,2009-12-14,doc
8459ba6d142060a48767a25f2b7bd590,9825,Lista de presença 2,04 de outubro_2.JPG,2010-10-08,jpg
846012161ccaada1ba002e627e964af8,7710,19º Relatório A&R,19º Relatório - A&R  18-08-09,2010-01-18,doc
847a9c5bd1b73618c9f1633df7f971bb,11188,Reunião do dia 02/05/2011,Reunião Aventura 02.05.11,2011-06-29,doc
84a6e7d5788d2d9876e192aecf4b06ff,7568,16º Reunião,16º Relatório A&R - Automotivo,2010-01-02,doc
84d8b6adf571920940cb9de8447fc24b,5479,Relatório de reunião,02:06:09,2009-08-31,doc
84ecdf82ff613ee726afde3688a05399,12078,Reunião Realizada em 30/05/2012.,Reunião de Artesanato 30.05.12,2012-06-01,doc
84ede78410ac569fc4c581b22150c5d1,2875,ATA,ATA ART 80ª 27092008,2008-12-24,doc
84f555863d9531eeb615de070cb24d9a,7280,5 ATA,5 ata beleza,2009-12-15,doc
8531c2f9d756bb910e630c2a563b446a,10168,Lista de presença 1.,09 de Novembro_1,2010-11-23,jpg
853c3743c6cb166e3b141de0305fe8c6,276,Plano de ação dos cursos,Plano de Ação,2008-04-05,xls
853ecf57b78e98d4521965e038e314d9,11980,Reunião realizada em 13 de fevereiro de 2012,Reunião Aventura 13.02.12,2012-04-25,doc
8544535a86950c3bf0f4128d40623ce9,2735,Planinha de custos da feira,Planilha de custo da feira,2008-12-02,xlsx
85506f209f4cfbf09d6d98d44e7e48b6,7721,30º Relatório A&R,30º Relatório - A&R  12-11-09,2010-01-18,doc
857cdba522132f878844aa02a78e03a4,11949,Reunião Realizada em 22/03/2012.,Reunião Rural 22.03.12,2012-03-30,doc
85824af974920fb34d8852506430fc90,7773,Lista Presença,lista 10,2010-01-19,doc
858b57c9ff141a36e855f04e96a53155,9465,Grupo saindo de Franca.,DSC05396,2010-08-18,jpg
8596bfec484995900e75c27051e9441d,2275,Ata de Reunião,ATA DE REUNIAO  Contabilidade 13 de outubro,2008-11-03,doc
85a5267324705ad13528d89c111ddfae,6224,2ª Reunião  de Núcleo.,Beleza 2,2009-10-06,doc
85b698d600d8e4401f922975fcc27ac1,2365,DEMONSTRAÇÃO  EIFFEL,74 R.SBZ 10-2008 ACIT,2008-11-11,doc
85b698d600d8e4401f922975fcc27ac1,2371,DEMONSTRAÇÃO DA EIFFEL,74 R.SBZ 10-2008 ACIT,2008-11-12,doc
85c1df0bb0cc307b42ed6161b2097a70,3041,ata da reunião,Ata de reunião 63 - 03 02 09,2009-02-04,doc
85d936ae31044932bd1beb9052379f32,5910,FOTO PALESTRA,palestra inadimplencia 29-06-09 (5).JPG,2009-12-11,jpg
85ef33657a8b59dad1c71d159849ce4f,4254,relatório de reunião,Reparação Automotiva 09 jun,2009-06-16,doc
85f59378e24e2bea2d27c7bcc20825be,1590,Release,Release Feira do Empreendedor (17-08-08),2008-09-16,doc
862cefad03b02dbbad0452aeccaaa1c4,7220,RELATÓRIO,Relatório curso formação de preço 17 a 21-08-09,2009-12-14,doc
862cefad03b02dbbad0452aeccaaa1c4,7307,RELATORIO,Relatório curso formação de preço 17 a 21-08-09,2009-12-15,doc
8675627d70f524bd220d69b35b199e40,12539,Reunião Realizada em 04/04/2012.,Reunião Rural 04.04.12 - ABRATURR,2012-12-28,doc
86bf79df1bb4b568c5fca22467787045,7788,Lista Presença 3,LISTA 3 - 22 DE SET.,2010-01-20,doc
86e60c1510650c330b88db6f29a3c1f7,8300,Relatório de reunião semanal,Relatório de reunião Alto da Cidade 31.03.2010,2010-04-01,doc
870836db1096e790f1073f70058d8dc9,12063,Reuniao de Planejamento,mulheres,2012-05-30,jpg
8718b9b88a414f7781fa0515141c545a,5496,Relatório de reunião,solidarte 13.05.09,2009-08-31,doc
8739dcec126de3e84348b127128dbf60,7754,Ata,ATA 24,2010-01-19,doc
877d25f3447389534926c907cfc8501d,12715,Reunição Realizada em 04/04/2013.,Relatorio Cafe com Parceiros - 04.04.13,2013-04-09,doc
87979b3725c39086bc2e4cfab59fde75,7692,7º Relatório A&R,7º Relatório - A&R 28-04-09,2010-01-16,doc
879d01c8655cf5aa1f6a185d5d76fc78,7253,Relatorio,Reunião Beleza 23,2009-12-14,doc
87a138bf882c5f0ff07a92e0fbb88894,8556,Ata de Reunião,03 Ata de reunião - 24 02 10,2010-04-29,doc
87accf32bdb1abd0231a13f4c8ae6a7d,2971,Eventos na Praça,Relatório de Eventos dia 25 e 26 de maio,2009-01-08,doc
87c814bbe693fed8f597150c978db056,3292,RELATÓRIO DA REUNIÃO,2008_03_19 04,2009-03-23,doc
87e5d90043e4b0c044683377a6be42e9,5312,Relatório de reunião de 13/05/2009,Relatório reunião 130509,2009-08-20,doc
88089e08beb1672acd4bdb33c9bc630c,10486,Lista de presença 2;,01 de Fevereiro_2,2011-02-02,jpg
88171f1a6f2336041873c58bbed72291,5675,Reltorio Reunião,04 Relatorio 01.09,2009-09-10,doc
882e5ed394086d94e6ca3e9763a38d4d,7581,Palestra,DSC03925.JPG,2010-01-05,jpg
882f547f381f36adbb51e4f9462f220f,2280,Ata de Reunião,ATA DE REUNIAO  Imobiliarias maio 07,2008-11-03,doc
885854c090b00c24ab04ba753fe75c27,6565,Ata 91ª Reunião,ATA ART 91ª 07112009,2009-11-09,doc
8877ca0eb8ec2bd1b6d8319cc7c55ead,12589,Reunião Realizada em 10.02.2011,Reunião Hospedagem- Pousadas 10.02.11,2013-01-21,doc
88813c0d455833817ca8de6a4efadbc2,9148,Convite para o lençamento do núcleo.,Convite - 7 de abril,2010-07-07,jpg
8886cd138876703a574d620bb01a96e0,7899,12º Relatório A&R 09,12º Reunião N. Beleza-09 A&R,2010-01-29,doc
88961da47dc6809b8749bf7b2246d177,8154,ATA,ATA 13,2010-02-27,doc
88a38131e50b7e8d9b7cf03a2575d9c1,6503,relatório reunião 03 cogumelos,RELATÓRIO PLANEJAMENTO ESTRATÉGICO.reunião 3 cogumelos,2009-11-04,doc
88a55db77d85e3faa3c53fd3364b7fe0,8377,Ata de Reunião,02 Ata de reunião - 26 01 10,2010-04-09,doc
88d968696963a9fc131218fb8f410bc4,5800,13ª reunião,13-décima terceira reunião bazares 27 de agosto,2009-09-17,doc
88f3d77a54685e83efc1e804655bb6c8,10360,Pauta da reunião,Pauta_13 de Dez,2010-12-15,jpg
8914ac8e3d36896d58591852372f6937,12882,Reunião Realizada em 23/04/13,Rural  23.4.13,2013-05-28,doc
8914e50ff9476dbee6c198416776d867,9702,orçamentos,ata reuniao 14-09-10,2010-09-22,doc
894a61e3ac8cdea2cc5f3feb6ae103af,8151,LISTA PRESENÇA,lista,2010-02-27,doc
896fff50505e10fc1df584b295eb836c,9465,Grupo na Mina da Taboca.,DSC05430,2010-08-18,jpg
8998dbac65de9963a935fe0594d91437,7054,01 - Beleza - 21-09-09,01 - Beleza - 21-09-09,2009-12-03,doc
89aea4c4d81494219b1a69a50529899b,8076,Relatório - 23/11/2009,216 RT - 23-11-2009,2010-02-12,doc
89bbe9f2ef142900e34eca599f53498a,3298,RELATORIO DE REUNIÃO,2008_06_04 10,2009-03-23,doc
89f01b5f9112d768ea33a5f7d9208916,12544,Reunião Realizada em 15/10/2012.,Reunião N. Gastronomico 15.10.12,2012-12-28,docx
89f3f482683d31067714e60c857c9323,1772,Ata de Reunião,FICHA EMPREENDER 01,2008-09-29,doc
89feef0f9efa3c2650e601ba825bbae6,12310,Reunião realizada em 17/09/2012,Reunião Rural 17.09.12,2012-09-24,docx
8a072e05b16156db864d57b6866b36dd,2247,RELATÓRIO DA 6ª REUNIÃO,Relatório da 6ª EPG,2008-11-01,doc
8a627727d96f9ca2175d1ffde6538d12,7226,Relatorio de Reunião,Panificadoras 13 Agosto,2009-12-14,doc
8a674eaf4de34d4fe4fe1e56513ffaf3,176,Tabela para Oficina dos Gestores,Tabela de dados gerenciais,2008-03-17,xls
8a67b414009c45b35a647b6fa9271b53,11307,Ata 106ª Reunião,ATA ART 106ª 23072011,2011-08-01,doc
8a830c8107a2d90fb154b524904ec4a8,11598,Reunião Realizada em: 05/10/2011,Reunião Rural 05.10.11,2011-11-16,doc
8a8e13f5a6a29125047868cd354919c4,9940,Listagem dos participantes,Participantes Congresso Facesp 2010,2010-10-29,xls
8a8e13f5a6a29125047868cd354919c4,9941,Listagem dos participantes,Participantes Congresso Facesp 2010,2010-10-29,xls
8a9ee143d4bb2f1eb12c5abb62085b53,7831,18º Relatório A&R 08,18º Reunião N. Beleza- A&R,2010-01-23,doc
8ab03b7014e3f27b6aadad1a4bf8e24b,12273,Reunião Realizada em 27/08/2012.,Reunião Aventura - 27.08.2012,2012-09-03,doc
8ac41faff4196e16ab94377b6f885023,8233,ATA 03/03/2010,Ata de reunião 81 03 03 10,2010-03-18,doc
8acb858be683d04e6fdc265e165e5eb0,7785,Lista Presença,11 DE SETEMBRO DE 2009,2010-01-20,doc
8ad010dfe5d43f355844836f3ebf09f9,3330,RT - 09/02/2009,204 RT - 09-02-2009,2009-03-25,doc
8b069b3d857190885bd9a86772e4e4b7,4207,foto momentos do curso,NOVA.JPG,2009-06-10,jpg
8b1d64d612a32e4a25c4289d5a08be50,7786,Ata,ATA 20 -Show de buzinada com confraternização,2010-01-20,doc
8b1eeb77123e7c900b1c71a0abdaba6c,8344,Ata da reunião,300809 037,2010-04-06,jpg
8b5e9d427a248d7803fe91c37561227d,1411,ata,Ata 15,2008-08-28,doc
8b79f28847a57d220957787e33011294,11698,Projeto PALHARTE,PROJETO PALHARTE,2011-12-13,doc
8b79f28847a57d220957787e33011294,11706,Projeto PALHARTE,PROJETO PALHARTE,2011-12-13,doc
8b7c959fbf1e12186d7d8942526ba0ea,1279,ata da reunião,09  Ata de reunião  11 08 08,2008-08-12,doc
8b866132a836cd655144d2abd8abcbde,10597,Lista de presença 1 - Estudantes,Workshop Pólo - Estudantes_1,2011-03-01,jpg
8b8720773fd840fa1d7147ccd84df930,7820,7º Relatório A&R 08,7º Reunião N. Beleza- A&R,2010-01-23,doc
8b8d71b5e5a62f09d8502c2514446c1c,4120,Ata - 29 - 13/04/2009,Ata 29 - 13 04 09,2009-06-04,doc
8b9455174905ff9941c3dd091524fc70,7589,núcleo,emprrender academias - b (3).JPG,2010-01-05,jpg
8bf3af503e85b1668c24ef272ea3aea9,5794,pauta reunião,PAUTA 12ª REUNIÃO NAG,2009-09-17,doc
8c00091e7d6290c485d3383a5c74ac79,6858,Relatorio,Confecções e Calçados 23 Setembro,2009-11-26,doc
8c5666ba699b1b90394fe4ba81da7a29,12602,Reunião Realizada em 21/01/2013.,Reunião Turismo Aventura -21.01.13,2013-01-23,doc
8c59eabf26e3eb5d9e56bcc1a445d3b5,10554,Lista de presença 1.,08 de Fevereiro,2011-02-17,jpg
8c67ee0c122b05ec1ef33a64c593d0a8,5106,Relatorio da reunião,Relatorio mecanicos,2009-08-06,doc
