idnucleo,nuano,nuplacao,dtcriacao,nmplacao,txresultado,txindicador,txdescricao,dtpinicio,dtpfim,nmresponsavel,nmcolaboradores,nmparceiros,txrecursos,nmfiscal,dtultimaalteracao,stplacao,faceb
22666,2016,2,2016-09-23,PROMOÇÃO DIA DAS MÃES,,,Serviços com preços diferenciados em comemoração ao dia das mães.,2016-05-03,2016-05-04,Tamires,,,"- divulgação em redes sociais, radio local, email MKT para empresas associadas, site da Acipa, impressão em folha A3 para colocar em cada salão, colunas de balão em formato de flor para colocar 2 na porta de cada salão.",,2016-09-23,nosub,false
22666,2016,3,2016-09-29,1º AÇÃO SOCIAL NO ASILO BETÂNIA,,,1° ação social do Núcleo de Salão der Beleza.,2016-07-12,2016-07-12,Tamires,Nucleadas,,,,2016-09-29,nosub,false
22666,2016,4,2016-09-29,Treinamento Técnico Olenka - Rodrigo Cintra,,,A equipe de técnicos da empresa Olenka ministrou para as nucleadas um treinamento técnico da linha e disponibilizou toda linha para uso em 4 modelos.,2016-08-30,2016-08-30,Tamires,,,,,2016-09-29,nosub,false
22666,2016,5,2016-12-20,TREINAMENTO TÉCNICO FORTRIX,,,"NO DIA 12/09 A TÉCNICA DA EMPRESA FORTRIX VEIO PARA POUSO ALEGRE PARA MINISTRAR UM CURSO EXCLUSIVO PARA OS NUCLEADOS, ELA ENSINOU VARIAS TÉCNICAS NOVAS.",2016-09-12,2016-09-12,TAMIRES,,,,,2016-12-20,nosub,false
22666,2016,6,2016-12-20,TREINAMENTO TÉCNICO EXO HAIR - Dr. José Kacowicz,,,OS TÉCNICOS DO DR. KACOWICZ VIERAM PARA POUSO ALEGRE E MINISTRARAM UM CURSO COM 2 DEMONSTRAÇÕES DE COMO UTILIZAR OS PRODUTOS DESENVOLVIDOS PELO DOUTOR.,2016-09-26,2016-09-26,TAMIRES,,,,,2016-12-20,nosub,false
22667,2016,1,2016-07-24,DIVULGAÇÃO NA REVISTA NOSSA METRÓPOLE,"Visibilidade da marca, credibilidade e aumento das vendas.",,"O Núcleo Setorial de Bares, Restaurantes e Lanchonetes criaram a ação para se promover e atrair novos nucleados para o projeto.",2016-07-12,2016-08-12,MARIA RITA ANTUNES E FABIANA SÁ,"MARIA RITA, JAMILTON, FABIANA, ANTONIO, NOEMIE E EVERTON",ACEC,CRIAÇÃO DE ARTE E DINHEIRO,MARIA RITA ANTUNES,2016-07-24,termi,false
22667,2016,2,2016-07-24,PROMOÇÃO MÊS DOS PAIS PREMIADO,AUMENTAR AS VENDAS DURANTE O MÊS DE AGOSTO.,,"AÇÃO CRIADA PELO NÚCLEO PARA INCREMENTAR AS VENDAS NO MÊS DOS PAIS E PREMIAR COM R$ 1.000,00 ( HUM MIL) OS CONSUMIDORES DOS ESTABELECIMENTOS NUCLEADOS.",2016-07-19,2016-09-12,NOEMIA E ALESSANDRA LOPES,"NOEME, JAMILTON, RITA, MARIA RITA, FABIANA, ANTONIO",ACEC CDL,"ARTE GRÁFICA, DINHEIRO PARA O PRÊMIO E DIVULGAÇÃO, CUPONS, CARTAZES, BANNER, SALA PARA SORTEIO,  URNAS.",NOEME E ALESSANDRA LOPES,2017-03-29,termi,false
22667,2016,3,2016-08-23,FESTIVAL GASTRONOMICO,,,ORGANIZAR UM FESTIVAL PARA DIVULGAÇÃO E COMERCIALIZAÇÃO DOS ALIMENTOS FORNECIDOS PELO NÚCLEO.,2017-01-16,2017-07-30,JAMILTOM E CONSULTOR,TODOS,,"PARCEIROS, COLABORADORES DAS EMPRESAS PARTICIPANTES, ALIMENTOS, DIVULGAÇÃO , ESPAÇO, EQUIPAMENTOS, ELETRIFICAÇÃO E TOLDOS.",JAMILTOM E RITA ANTUNES,2017-01-25,nosub,false
22667,2016,4,2016-11-30,PALESTRA : SAIBA COMO PREVENIR AÇÕES TRABALHISTAS EM SUA EMPRESA,Promover conhecimento relacionado ao tema para os nucleados e convidados.,,A palestra servirá como orientação aos nucleados quanto a tópicos relacionados às  leis trabalhistas.,2016-11-07,2016-11-25,Jamilton,Célia e Patrícia,Dra. Marilena Galvão  e ACEC,"Palestrante, Auditório, Data Show, Equipamento de som",,2016-12-01,termi,false
22667,2017,1,2017-03-29,TREINAMENTO  GESTÃO DE PESSOAS  MA MEDIDA,"capacitar os gestores   para contratação assertiva, capacitação e retenção dos seus funcionários",A rotatividade de Pessoal (ou Turnover ) foi identificado pelos  nucleados  como  prejudicial para  os seus negócios  sendo  que a retenção de pessoal é fundamental para o bom  funcionamento da produção e atendimento da clientela .,"O curso tem carga horária de   24 horas  , 6 encontros de 4 horas  e 2 horas de consultoria  no restaurante  do nucleado .",2017-01-23,2017-02-20,"Jamilton, Eunice , Consultor","Rita Antunes   Rita  estação  da gula  , Antonio   , bob","Sebrae , ACEC","Valor  R$ 140,00,  tempo    , estrutura  Sebrae  Camaçari ,  Sala , Data show Etc",Consultor,2017-03-29,termi,false
22668,2016,1,2016-07-24,TREINAMENTO GERENCIAL,QUALIFICAR OS EMPREENDEDORES NAS ÁREAS DIVERSAS ÁREAS DA EMPRESA,,O TREINAMENTO GERENCIAL BÁSICO FOI CRIADO PELO NÚCLEO DE SALÕES DE BELEZA E CABELEIREIROS DO EMPREENDER CAMAÇARI PARA CAPACITAR OS GESTORES.,2016-06-25,2016-06-28,"VALDEZIA , AMAURI E ALESSANDRA","VALDEZIA, LUCIA, DANIELE, AMAURI, GICELIA, LUCIANA E LUZIA",SEBRAE E ACEC,SALA E EQUIPAMENTOS PARA PROJEÇÃO.,ALESSANDRA E AMAURI,2017-01-25,termi,false
22668,2016,2,2016-07-24,SAÚDE E BELEZA OUTUBRO ROSA E NOVEMBRO AZUL,"DAR VISIBILIDADE AS EMPRESAS PARTICIPANTES.
ATRAIR MAIS EMPRESAS PARA O NÚCLEO.
FAZER AÇÃO SOCIAL NOS MESES DE OUTUBRO E NOVEMBRO",,SAÚDE E BELEZA SERÁ UM EVENTO PARA ORIENTAR A SOCIEDADE SOBRE A SAÚDE DA MULHER E DO HOMEM. ALEM DE SERVIÇOS GRATUITOS DISPONIBILIZADOS PELOS NUCLEADOS,2016-07-18,2016-11-30,"ALESSANDRA, VALDEZIA E AMAURI","VADEZIA, AMAURI, LUCIA, DANIELE, GICELIA, LUZIA E LUCIANA","SETUR, SESAU, ACEC, GBS E FORNECEDORES","ESPAÇO, PANFLETOS, TOLDOS, DIVULGAÇÃO, EQUIPAMENTOS E BRINDES","ALESSANDRA, AMAURI E VALDEZIA",2017-01-25,termi,false
22668,2016,3,2016-08-23,SINDICATO PATRONAL,ter um sindicato a quem os   Donos de Salão pudessem recorrer em caso  de ações trabalhistas  e demais  entraves .,Os   Profissionais   sentiram necessidade  de  uma representação para categoria .,O NÚCLEO PLANEJA CRIAR UM SINDICATO PARA REPRESENTAR A CLASSE. A AÇÃO ACONTECERÁ A MÉDIO/LONGO PRAZO.,2016-08-01,2017-03-28,AMAURY E ALESSANDRA,TODOS,FETHEBRASA,FINANCEIRO PARA LANÇAR EDITAL NA MÍDIA E PROCESSOS BUROCRÁTICOS DE ABERTURA,AMAURI E VALDEZIA,2017-04-01,termi,false
22668,2016,4,2016-12-01,PALESTRA : SAIBA COMO PREVENIR AÇÕES TRABALHISTAS EM SUA EMPRESA,PROMOVER CONHECIMENTO RELACIONADO AO TEMA PARA OS NUCLEADOS E CONVIDADOS.,,A palestra servirá como orientação aos nucleados quanto a tópicos relacionados às  leis trabalhistas.,2016-11-07,2016-11-25,Jamilton,Célia e Patrícia,Dra. Marilena Galvão e ACEC,"Auditório, Datashow, equipamento de som",,2016-12-01,termi,false
22668,2017,1,2017-01-12,TREINAMENTO: ATENDIMENTO AO CLIENTE PARA PROFISSIONAIS DE SALÕES DE BELEZA,"POSSIBILITAR AOS COLABORADORES QUALIFICAÇÃO E ATUALIZAÇÃO EM RELAÇÃO A MELHOR QUALIDADE NO ATENDIMENTO AO CLIENTE, RELAÇÕES INTERPESSOAIS E PRESTAÇÃO DAS ATIVIDADES INTERNAS DOS SALÕES.","SEGUNDO OS EMPRESÁRIOS, OS COLABORADORES PRECISAM DE QUALIFICAÇÃO PARA ATENDIMENTO AO CLIENTE, ABRANGENDO OS SEGUINTES TÓPICOS: ORGANIZAÇÃO E HIGIENIZAÇÃO DE FERRAMENTAS DE TRABALHO, COMO SE COMPORTAR NO AMBIENTE DE TRABALHO (POSTURA) E ÉTICA PROFISSIONAL.","O TREINAMENTO FOI CRIADO PELO NÚCLEO DE SALÕES DE BELEZA, PARA QUALIFICAÇÃO DE SEUS COLABORADORES.",2017-01-12,2017-03-23,"VALDEZIA, DANIELE E CONSULTOR EMPREENDER","VALDEZIA, DANIELE, MARIA LÚCIA,  GIRLEIDE, GILBERTO/LUCIANA, LUZIA, VALDIANE",ACEC - SEBRAE - CONSULTOR EMPREENDER,"TELEFONE, INTERNET, DINHEIRO, SALA, EQUIPAMENTOS DE PROJEÇÃO E ÁUDIO, MATERIAL DE APOIO",Todos,2017-03-29,termi,false
22668,2017,2,2017-03-29,"Como Inovar  , reduzir Custos  e Inovar em  Salões  de beleza",Eliminar  desperdício  na manipulação  dos produtos  e consequentemente  reduzir custos  e conhecer as  soluções  de inovação para o setor,Falta de controle relatada pelas nucleadas com os produtos  usados  e desconhecimento  das  novidades  do setor .,soluções de  inovação e  Tecnologia  para reduzir Custos  e Economizar  em Salões  de Beleza,2017-03-06,2017-03-09,"Danielle , Consultor",,"Sebrae , ACEC","Tempo 

Valor .  R$ 10,00
Estrutura  Parceiro  Sebrae  ... Consultor  ...  Data Show","Valdezia , Consultor",2017-03-29,termi,false
22668,2017,3,2017-03-29,Ação dia  Internacional da  Mulher,Prestigiar ( Parabenizar )  as Clientes   dos  Salões,Ter   um  diferencial  do setor .,Compra coletiva de Rosas  para distribuição  no dia 08 de Março ( Dia Internacional  da Mulher  ),2017-02-21,2017-03-08,"Danielle , Consultor",Todos,ACEC,"Moto BOy , Dinheiro  ,  Rosas",Lúcia  / Consultor,2017-03-29,termi,false
22668,2017,4,2017-03-29,Palestra  Dia  Internacional da  Mulher,"O Núcleo  realizar uma  Palestra  para  o dia  Internacional da Mulher  chamando atenção  para a organização do setor  , Nessa ação participaram as mulheres  de tidos os Núcleos",Apelo  da data  e possibilidade  de promoção  do Setor,"Palestra  sobre Empreendedorismo  Feminino < Auto Estima  , Mercado de trabalho",2017-02-21,2017-03-16,"Danielle , Consultor,",Todos,"Sebrae , ACEC","Sala , Contratação do  Consultor , Convites  ,  Coffee break","Danielle ,",2017-03-29,termi,false
22669,2016,1,2016-12-14,Ação Viagem para Feira Francal 2016,,,"Os nucleados promoveram viagem para Feira Francal 2016 que é voltada para calçados e acessórios, eles puderam fazer bons negócios e trazer novidades.",2016-06-28,2016-06-28,TAMIRES,,,,,2016-12-14,nosub,false
22669,2016,2,2016-12-14,SUMMER FASHION COLEÇÃO 2017 - 1º DESFILE DO NÚCLEO DE VESTUÁRIO,,,"DESFILE DE LANÇAMENTO DA COLEÇÃO VERÃO 2017, FOI REALIZADO NA AVENIDA PRINCIPAL DA CIDADE AO LADO DA CATEDRAL METROPOLITANA.",2016-11-19,2016-11-19,TAMIRES,,,"DIVULGAÇÃO EM TV, RÁDIO E PAINEL ELETRÔNICO.
PANFLETO
CERIMONIALISTA
DECORAÇÃO
LANCHE PARA MODELOS
GUIAS DE AUTORIZAÇÃO PREFEITURA
ELETRICISTA
FILMAGEM E FOTOS DO DESFILE",,2016-12-14,nosub,false
22669,2017,1,2017-04-19,VITRINE VIVA,,,"FORAM CONTRATADAS 3 MODELOS POR LOJA, ONDE DURANTE O DIA AS MODELOS TROCAVAM DE ROUPA E FICAVAM NO LUGAR DOS MANEQUINS NA VITRINE DAS LOJAS.",2016-12-22,2016-12-22,TAMIRES,,,,,2017-04-19,nosub,false
22671,2016,1,2016-06-06,Missão Empresarial - Viagem a Feira Beauty Fair 2016,"Adquirir conhecimentos técnicos;
Compras de produtos com descontos;
Networking;

*****Esta ação tem como objetivo principal adquirir conhecimentos técnicos do segmento da Beleza. As profissionais do setor reciclam os conhecimentos e ficam conhecendo as novidades do setor.",Através de trocas de informações com profissionais,Após saber o custo da viagem irão vender pacotes p/ a feira para as profissionais do setor que não são do núcleo mas que desejam ir a feira.,2016-05-30,2016-09-13,Mônica,Consultora Joana Lopes,ACIDELREI,"Parcerias;
Divulgaçao no rádio e nas redes sociais da comercialização do pacote
Patrocinio
Valor estimado - R$1.000.00/por pessoa",Todos,2016-06-06,termi,false
22671,2016,2,2016-06-20,Eventos para Arrecadação de Recursos para Missão Empresarial,Atender no mínimo 50 pessoas por dia de evento para arrecadação de recursos para a viagem Missão Empresaria - Feira Beauty Fair 2016 em SP.,Numero de atendimentos por dia de evento.,"Para arrecadação do recurso para pagamento da viagem, foi decidido realizar 2 eventos, um em julho e outro em agosto.",2016-06-20,2018-12-31,Todas participantes e Joana Consultora,ACIDELREI,ACIDEREI entre outros possíveis parceiros,"Divulgação do evento pela assessoria de comunicação da ACI e das participantes através de:Facebook ACIDELEREI/Whatsapp ACIDELREI
Boletim Informativo Semanal da ACIDELREI/E-mail para o mailing list da ACIDELREI/Postagem no site da ACIDELREI/Spot de 30’nas rádios/EMBOABAS e VERTENTES/1000 Flyers/panfletos para distribuição
Banner na faixada da ACIDELREI",Joana - Consultora,2018-02-03,termi,false
22671,2016,3,2016-11-18,Café da Manha para Profissionais da Beleza,"Atrair mais profissionais para o núcleo através de um café da manhã, descontraído.",,Convidar diversos profissionais do segmento para conhecer o nucleo como funciona para atraí-los a participarem do projeto,2016-10-10,2016-10-24,Joana e todas do nucleo,,ACIDELREI,Alimentação e bebidas para o café da manha fornecidos pela ACIDELREI,Joana,2016-11-18,nosub,false
22671,2017,1,2017-02-08,CURSOS DE RECICLAGEM,Capacitação e troca de experiências,,Cursos de reciclagem ministrado por uma nucleada por vez para o nucleo,2017-01-30,2017-11-30,Todos do Nucleo,,,Recursos Proprios - Espaco ACIDELREI,Joana - Consultora,2017-02-08,nosub,false
22671,2017,2,2017-03-23,Curso de Capacitação de Gerenciamento de Salão de Beleza - 03/04/2017,Capacitar as profissionais do setor para melhorarem a gestão administrativa e financeira dos salões.,,Curso de reciclagem ministrado pela empresaria do Nucleo Monica Lima de gerenciamento de saloes afim de ajudar no crescimento das empresarias.,2017-03-20,2017-04-03,Mônica,ACIDELREI,ACIDELREI,Audivisual e Auditorio da ACIDElREI. Papeis e lapis. Gratuito para as empresarias.,Mônica e Joana (Consultora),2017-03-23,nosub,false
22671,2017,3,2017-03-23,5º Dia da Beleza - 08/05/2017,Arrecadação de recursos para atividades do núcleo e divulgação dos serviços de cada profissional.,,"Procedimentos a preços promocionais aberto ao público, c/ o objetivo de arrecadação de recursos p/ atividades do núcleo e divulgação dos serviços.",2017-03-20,2017-05-08,Joana,ACIDELREI,ACIDELREI,Divulgação do evento pela assessoria de comunicação da ACI e das participantes através de:Facebook ACIDELEREI/Whatsapp ACIDELREI Boletim Informativo Semanal da ACIDELREI/E-mail para o mailing list da ACIDELREI/Postagem no site da ACIDELREI/Spot de 30’nas rádios/EMBOABAS e VERTENTES/1000 Flyers/panfletos para distribuição Banner na faixada da ACIDELREI,Joana,2017-03-23,nosub,false
22671,2018,1,2018-02-03,Visita à APADEQ - Trabalho Social,Proporcionar bem estar aos dependentes quimicos em recuperação através dos cuidados esteticos,,"Realizar procedimentos de estética - cortes de cabelo, design de sobrancelhas, escova, limpeza de pele, entre outros nos pacientes da clinica.",2017-03-01,2017-04-30,Joana,Nucleadas e APADEQ,APADEQ e ACIDELREI,,Joana,2018-02-03,,false
22671,2018,2,2018-02-03,Campanha Promocional - TERÇA DIVA,Aumentar o fluxo de novos clientes e divulgar os salões de beleza do núcleo,,Através de divulgação os saloes às terças-feiras irão realizar procedimentos com descontos.,2018-01-01,2018-02-10,Joana,ACIDELREI e Nucleados,ACIDELREI e Nucleados,Divulgação,Joana,2018-02-03,,false
22674,2016,2,2016-06-07,Campanha do Agasalho,"Arrecadar agasalhos, cobertores, sapatos e entregar para pessoas carentes da cidade",Conseguir atender no mínimo  100 pessoas,"Sera feito divulgação enter os associados do núcleo , da acir e dos parceiros para arrecadar os agasalhos, depois será agendado um dia D entrega.",2016-06-06,2016-06-30,Todos,Acir,JAMT  E NEXA,"Econômicos -ACIR - espaço para reuniões e divulgação

Humanos - todos os integrantes dos núcleos e os jovens do nexa",Consultora,2016-06-07,nosub,false
22674,2016,3,2016-06-07,C D P C,Criação de um Centro de Desenvolvimento para os Profissionais Contábeis,Manter uma agenda mensal com 90 /. dos integrantes do núcleo participando,Sera elaborado um cronograma de palestras e cursos que serão oferecidos para os profissionais e suas equipes.,2016-06-13,2017-06-13,Núcleo,,"CRC,","-Inicialmente será feito parcerias com profissionais do próprio núcleo, mas quando tiver custo financeiro será por conta dos participantes das ações.",Consultora,2016-06-07,nosub,false
22674,2016,4,2016-12-28,Manual de abertura de Empresas,"Ter um passo a passo para o Empresário, principalmente do MEI, com o objetivo de facilitar o entendimento e execução das atividades necessárias.",Distribuir  100 manuais e  também disponibilizar de forma eletrônica,"Manual contendo o passo a passo para abrir uma Empresa, todas as obrigações e implicações legais.",2016-09-13,2016-10-05,Luiz,Núcleo,,,Consultora,2016-12-28,nosub,false
22674,2016,5,2016-12-28,Palestra Mensal,LISTA DE PRESENÇA E FOTOS,META 100 PARTICIPANTES,Realizar uma palestra de 4 horas para orientar sobre as novas exigências do SIMPLES NACIONAL,2016-10-11,2016-11-09,Daniel,Núcleo,ACR E CRC,"Local- Sebrae
Convite -Acir
vender os convites - Daniel e o Núcleo
Palestrante -Daniel",Consultora,2016-12-28,nosub,false
22674,2016,6,2016-12-28,Tabela Referencial de Honorários Contabéis,Construção de uma tabela referencial de Honorários contabeis,"Entrega simbólica aos órgão representantes da Classe -CRC ACR,",Fazer um a lista com serviços e valores mínimos a ser executados pelos contadores para demostrar a união do setor e a força do núcleo,2016-11-23,2017-02-20,Glaucia,Núcleo,,,Consultora,2016-12-28,termi,false
22674,2017,1,2016-12-28,CONVIDADOS,Convidar 50 novos contadores para integrar o núcleo,50 convites entregues,Fazer um convite e entregar em vários escritórios contábeis   com o registro em foto de cada contato,2017-01-05,2017-01-31,Consultora,Núcleo,"ACIR, CRC, ACR","Convite
Telefone
Gasolina",Consultora,2016-12-28,termi,false
22674,2017,2,2017-02-27,CAMPANHA IMPOSTO DE RENDA SOLIDÁRIO,Sensibilizar a sociedade para fazer destinação do imposto devido para FIA com isso aumentar os recursos do Fundo e atender através de Editais  2 mil as crianças e adolescentes de Roo.,Resultado dos projetos das Entidades que forem contempladas com o recurso,Será feito um lançamento oficial na ACIR e distribuído folders informativos,2017-02-20,2017-04-30,Núcleo,,"CRC E ACIR, IMPRESSA, GRÁFICA ELISA","Folders 
Imprensa",Consultora,2017-02-27,termi,false
22675,2016,1,2016-07-03,LEVANTAMENTO GERAL,Visita ao Pequenos Agricultores da região,No final do evento foi sugerido que os participantes avaliassem o evento. Os presentes demonstraram  satisfação  e  interesse  em  participar  do  projeto  EMPREENDER,Inicio dos trabalhos no Projeto Empreender,2016-04-05,2016-04-30,BETHÂNIA SANTANA MARINHO DA SILVA,,Secretaria Agricultura,"Carro, Metaplan,  Som e equipamento audiovisual",Consultora,2016-07-07,nosub,false
22675,2016,2,2016-07-06,VISITA TECNICA,MELHOR A VISÃO SISTÊMICA DO PROCESSO.,DELICIOUS FISCHER - SORRISO,A VISITA SERA PARA TER UM A VISÃO DO PROCESSO EM GRANDE ESCALA. DEMONSTRANDO O PLANEJAMENTO E O PROCESSO DE LOGÍSTICA.,2016-06-01,2016-06-16,BETHANIA MARINHO,SECRETARIA AGRICULTURA,DELICIOUS FISCHER -,"CARRO, TELEFONE, DATA SHOW. LISTA DE PRESENÇA",Consultora,2016-07-06,nosub,false
22676,2016,1,2016-07-03,"Hoteis, Restaurantes, Bares e Taxistas","Baixar custos, agregar valor ao produto e melhorar o atendimento ao Cliente.","Empresários  se  mostraram  comprometidos  com  o  projeto  e  a  desenvolve-lo  no município,  houve  testemunho  de  empresários  que  participaram  do  Empreender  no  passado  e citaram ações de sucesso ora desenvolvida. 98% de aprovação.",Convidar as Empresas Interessadas para primeira Reunião no dia 07 de junho para diagnosticar as necessidades e proporcionar o aprimoramento das mesmas.,2016-05-19,2016-06-07,BETHÂNIA SANTANA MARINHO DA SILVA,BETHÂNIA SANTANA MARINHO DA SILVA,ACID,"Metaplan, data show, caixa de som e Auditório.",Consultora,2016-07-07,nosub,false
22676,2016,3,2016-08-02,Capacitacao Atendimento ao Publico,"Melhorar o atendimento. A busca pela qualidade de atendimento ao cliente, consiste então na busca da eficácia e da eficiência de todos os procedimentos envolvidos, incluindo desde a preparação do ambiente até a finalização do serviço, a manutenção deste e, o feedback de satisfação do cliente.",06 capacitando 04 capacitados,Aulas presencias durante uma semana. Uso de metodologia Metaplan.,2016-07-25,2016-07-29,BETHANIA MARINHO,,SEBRAE TANGARA,"Auditório, Som, data show e Flipchart..",,2016-08-02,nosub,false
22678,2016,1,2016-06-14,PROGRAMAÇÃO DO SÃO JOÃO,Alcançar novos clientes com a distribuição de panfletos com a programação do São João de Santo Antônio de Jesus.,Confecção de 1000 panfletos.,"1000 panfletos com a programação da festa de São João na cidade para serem distribuídos no centro, com as marcas das empresas do núcleo.",2016-05-31,2016-06-25,Arlan Alves,Marcia Cristina,,,,2017-04-01,termi,false
22678,2016,2,2016-10-14,Campanha Outubro Rosa,"- Fortalecer a importância da campanha de prevenção do câncer de mama
- Divulgar a marca dos nucleados
- Divulgar os serviços oferecidos pelas empresas dos nucleados
- Prospectar novos clientes",,"Ação socioeducativa em praça pública, com mini palestras com profissionais de oncologia e psicologia e sorteio de serviços de beleza.",2016-10-04,2016-10-30,Nadielle Andrade,Arlan e Ailma,Acesaj e Clínica AMO,,,2016-11-16,termi,false
22678,2016,3,2016-12-13,Divulgação Mega Palestra,Dar visibilidade as marcas,"Há 23 anos acontece em Santo Antônio de Jesus a Mega Palestra, realizada pela ACESAJ. Um evento tradicional e esperado o ano todo pelos colaboradores e empresários. Por ser um grande evento, trata-se também de uma excelente oportunidade de publicidade através de parcerias.",Colocar a marca dos salões de beleza e do Empreender na camisa que a produção do evento usará na semana antes do evento e no próprio dia.,2016-11-17,2016-11-29,Ailma Souza,,,,,2017-02-03,termi,false
22678,2017,1,2017-01-27,Campanha Esquadrão da Beleza,Promover as marcas das empresas nucleadas no mês de janeiro,"Para os salões de beleza, janeiro é considerado como um mês ""parado"", de pouco movimento. Por isso, o Núcleo de Beleza lançará uma campanha de divulgação, a fim de fortalecer suas marcas, com intuito também de se apresentarem para novos clientes.","Será realizada uma campanha com o nome ""Esquadrão da Beleza"". Os nucleados tiraram fotos profissionais para criação de layout para outdoor.",2016-11-17,2017-01-31,Maria José,"Vera, Edy Andrade e José Carlos",,"Câmera fotográfica, espaço para fotos, fotógrafo, placas de outdoor",,2017-01-30,termi,false
22678,2017,2,2017-05-12,Dia Internacional da Mulher,Divulgação da marca dos salões e conquistar novos clientes,,"O Esquadrão da Beleza entregará um cartão de homenagem e com ele, os associados da ACESAJ ganharão 50% de descontos no serviço de escova",2017-02-22,2017-03-22,Ailma Souza,,ACESAJ,,,2017-05-12,termi,false
22678,2017,3,2017-05-12,Produção de equipe do evento Melhores do Ano,,,"O esquadrão da Beleza irá produzir toda equipe de recepção do evento, bem como as celebridades participantes.",2017-03-01,2017-03-23,Ailma Souza,,ACESAJ,"Espelho, secador, maquiagem em geral, adaptadores de tomada, cadeiras, lanche, etc.",,2017-07-07,termi,false
22678,2017,4,2017-07-06,Curso de capacitação - VISAGISMO,Capacitar o grupo sobre a técnica de visagismo,O visagismo é uma tendência do mercado de beleza e nenhum dos nucleados tem conhecimento com esta prática.,Curso de capacitação gratuito realizado pelo Sebrae,2017-04-24,2017-05-12,Edy Andrade,,,,,2017-07-06,termi,false
22678,2017,5,2017-07-06,Campanha do dia dos namorados,Promover as marcas dos nucleados e conquistar novos clientes,,"Ação de marketing direto na Praça Padre Matheus, com locução e sorteio de serviços.",2017-05-23,2017-06-12,Israel,,,"banner, caixa de som, microfone, cupons para sorteio, brindes, papel cartão vermelho, bolas, arco de bolas em forma de coração, barraca do beijo, chocolate, etc",,2017-07-06,termi,false
22678,2017,6,2017-07-07,Produção das celebridades e recepcionistas do evento Melhores do Ano da ACESAJ,Promover o grupo Esquadrão da Beleza a nível local e regional,"Através da mídia local e regional, promover o nome do Esquadrão da Beleza o qual irá fazer a produção de cabelo e maquiagem das celebridades de renome contratadas para apresentar o evento, bem como das recepcionistas desta grande e tradicional festa que é o evento Melhores do Ano.",Pentear e maquiar as celebridades e recepcionistas do evento.,2017-03-03,2017-03-23,Ailma Souza,,,"banner, espelhos, cadeiras giratórias, maquiagem, secador, escova, bancadas, água, ar condicionado, etc",,2017-07-07,termi,false
22678,2017,7,2017-10-09,Negócios e Comunidade - Urbis 4,"Promover uma ação social nos bairros, levando a marca do Esquadrão da Beleza  para conhecimento da população;","Fotos, lista de presença","Uma feira socioeconômica realizada pela ACESAJ, onde o projeto Empreender foi representado por seus núcleos, cada um com seu stand prestando  serviços.",2017-09-18,2017-10-05,Iara Correia,,,"Toldos, mesa, cadeira, lavatório, espelho, equipamentos de salão de beleza",,2018-03-16,termi,false
22678,2017,8,2017-10-19,Criação/renovação de logomarca,"Criar uma identidade para o salão, através da criação de uma marca oficial.",Fotos e layout digital,A maioria das empresas tem marcas ilegíveis ou amadoras. Neste processo contrataremos uma agência de criação para elaboração individual de cada marca.,2017-08-07,2017-10-10,Edy Andrade,,,,,2017-10-19,termi,false
22678,2017,9,2017-10-19,Renovação de fachadas,,,"Alguns salões que ainda estão sem as marcas, não tem fachada e outros estão com  a fachada danificada, iremos fazer uma compra coletiva.",2017-09-10,2017-12-10,Israel,,,,,2018-03-16,termi,false
22678,2017,10,2017-12-04,Ação sócio educativa Novembro Azul - Lar dos Idosos,Levar ao lar dos idosos informações a respeito do Câncer de próstata e da importância da prevenção e cuidados.,Fotos,"Em parceria com uma clínica especializada, faremos um bate papo com os idosos do Lar dos Idosos, a respeito da importância do exame de próstata.",2017-10-30,2017-11-30,Israel Pires,,IUR,"banner, datashow, brindes, camisas",,2017-12-04,termi,false
22678,2017,11,2017-12-07,Curso Redução do desperdício no Salão de Beleza – Sebrae,Reduzir o desperdício no salão de beleza.,fotos e lista de presença,Curso específico para salões de beleza que orienta como reduzir o desperdício de produtos nos procedimentos realizados.,2017-09-18,2017-10-02,Edy Andrade,,,,,2017-12-07,termi,false
22678,2017,12,2017-12-07,Workshop de alto impacto,Capacitação em serviço e atendimento,,O curso abordará questões sobre os pilares da produtividade na venda de serviços; atendimento que encanta; como gerar confiança e ampliar o relacionamento.,2017-10-16,2017-11-09,Edy Andrade,,,,,2017-12-07,termi,false
22678,2017,13,2017-12-07,Ação Socioeducativa Outubro Rosa,Conscientizar a população sobre a importância da prevenção do câncer de mama; conquistar possíveis novos clientes através de brindes de serviços.,Fotos,Ação socioeducativa em praça pública,2017-10-02,2017-10-31,Vera Dias,,,"Mesa, cadeiras, toalhas, bolas, banner, caixa de som e microfone",,2017-12-07,termi,false
22678,2017,14,2017-12-07,Ação para o dia do Cliente - 15 de setembro,homenagear os clientes,fotos,"Todas as empresas irão decorar seu estabelecimento e preparar coffe breack e brindes para os clientes, em comemoração da data.",2017-09-04,2017-09-15,Todo grupo,,,,,2017-12-07,termi,false
22678,2017,15,2017-12-07,Ação para o dia do Cliente - 15 de setembro,homenagear os clientes,fotos,"Todas as empresas irão decorar seu estabelecimento e preparar coffe breack e brindes para os clientes, em comemoração da data.",2017-09-04,2017-09-15,Todo grupo,,,,,2018-03-16,termi,false
