id,id_orcamento_pai,idprojeto,nuacao,idnat,idgrupo,identidadeprop,descricao,valor_economico,valor_financeiro,data_inclusao,usuario_inclusao,data_atualizacao,usuario_alteracao,id_centro_custo
1063,,1098,4,0tq4i,0j01z,224,Acompanhamento da Execução das avaliações,0.00,2700.00,2019-02-01 09:44:36,renato.rossi,2022-02-19 00:29:37,renato.rossi,
1064,,1098,4,0tq4i,0j01z,271,Acompanhamento da Execução das avaliações,0.00,3300.00,2019-02-01 09:44:36,renato.rossi,2022-02-19 00:31:15,renato.rossi,
1065,,1098,5,0tq4i,0j01z,224,Responsabilidade na Manipulação de Alimentos.,0.00,3690.00,2019-02-01 09:44:36,renato.rossi,2022-02-19 00:29:37,patriciarego,
1066,,1098,5,0tq4i,0j01z,271,Responsabilidade na Manipulação de Alimentos.,0.00,3690.00,2019-02-01 09:44:36,renato.rossi,2022-02-19 00:31:15,patriciarego,
1067,,1098,6,0tq4i,0j01z,224,Festival Nacional da Cuca com Roteiro Turístico G,6750.00,13500.00,2019-02-01 09:44:37,renato.rossi,2022-02-19 00:29:37,renato.rossi,
1068,,1098,6,0tq4i,0j01z,271,Festival Nacional da Cuca com Roteiro Turístico G,0.00,24750.00,2019-02-01 09:44:37,renato.rossi,2022-02-19 00:31:15,renato.rossi,
1069,,1098,7,0tq4i,0j01z,224,Missão Empresarial à Feira Internacional - IBA.,0.00,64800.00,2019-02-01 09:44:37,renato.rossi,2022-02-19 00:29:37,patriciarego,
1070,,1098,7,0tq4i,0j01z,271,Missão Empresarial à Feira Internacional - IBA.,0.00,79200.00,2019-02-01 09:44:37,renato.rossi,2022-02-19 00:31:15,patriciarego,
1071,,1098,8,0tq4i,0j01z,224,Excelência no Atendimento ao Cliente.,0.00,1575.00,2019-02-01 09:44:37,renato.rossi,2022-02-19 00:29:37,renato.rossi,
1072,,1098,8,0tq4i,0j01z,271,Excelência no Atendimento ao Cliente.,0.00,1925.00,2019-02-01 09:44:37,renato.rossi,2022-02-19 00:31:15,renato.rossi,
1073,,1098,9,0tq4i,0j01z,224,Coleta Seletiva.,0.00,675.00,2019-02-01 09:44:37,renato.rossi,2022-02-19 00:29:37,renato.rossi,
1074,,1098,9,0tq4i,0j01z,271,Coleta Seletiva.,0.00,825.00,2019-02-01 09:44:37,renato.rossi,2022-02-19 00:31:15,renato.rossi,
1075,,1101,1,0tq4i,0j01z,272,Estruturação do projeto,0.00,3300.00,2019-02-01 09:45:29,renato.rossi,2022-02-19 00:31:15,renato.rossi,
1076,,1101,2,0tq4i,0j01z,272,Gestão e Monitoramento,0.00,6660.00,2019-02-01 09:45:29,renato.rossi,2022-02-19 00:31:15,renato.rossi,
1077,,1101,3,0tq4i,0j01z,272,Acompanhamento da Execução das Mensurações,0.00,3300.00,2019-02-01 09:45:29,renato.rossi,2022-02-19 00:31:15,renato.rossi,
1078,,1101,4,0tq4i,0j01z,272,Acompanhamento da Execução das avaliações,0.00,3300.00,2019-02-01 09:45:29,renato.rossi,2022-02-19 00:31:15,renato.rossi,
1079,,1101,5,0tq4i,0j01z,225,Aprimoramento Técnico.,7000.00,10830.00,2019-02-01 09:45:29,renato.rossi,2022-02-19 00:29:37,patriciarego,
1080,,1101,5,0tq4i,0j01z,272,Aprimoramento Técnico.,0.00,13970.00,2019-02-01 09:45:29,renato.rossi,2022-02-19 00:31:15,patriciarego,
1081,,1101,6,0tq4i,0j01z,225,Normatização ABNT.,3000.00,4250.00,2019-02-01 09:45:29,renato.rossi,2022-02-19 00:29:37,renato.rossi,
1082,,1101,6,0tq4i,0j01z,272,Normatização ABNT.,0.00,7750.00,2019-02-01 09:45:29,renato.rossi,2022-02-19 00:31:15,renato.rossi,
1083,,1101,7,0tq4i,0j01z,225,Diminuição da Geração de Resíduos Contaminant,3500.00,4500.00,2019-02-01 09:45:29,renato.rossi,2022-02-19 00:29:37,renato.rossi,
1084,,1101,7,0tq4i,0j01z,272,Diminuição da Geração de Resíduos Contaminant,0.00,8000.00,2019-02-01 09:45:29,renato.rossi,2022-02-19 00:31:15,renato.rossi,
1085,,1101,8,0tq4i,0j01z,225,Prospecção de Mercado.,3200.00,5800.00,2019-02-01 09:45:29,renato.rossi,2022-02-19 00:29:37,patriciarego,
1086,,1101,8,0tq4i,0j01z,272,Prospecção de Mercado.,0.00,9200.00,2019-02-01 09:45:29,renato.rossi,2022-02-19 00:31:15,patriciarego,
1087,,1101,9,0tq4i,0j01z,225,Estabelecimento de Alianças Estratégicas e Forta,5300.00,10020.00,2019-02-01 09:45:29,renato.rossi,2022-02-19 00:29:37,renato.rossi,
1088,,1101,9,0tq4i,0j01z,272,Estabelecimento de Alianças Estratégicas e Forta,0.00,14680.00,2019-02-01 09:45:29,renato.rossi,2022-02-19 00:31:15,renato.rossi,
1089,,1102,1,0tq4i,0j01z,273,Estruturação do projeto,0.00,3000.00,2019-02-01 09:46:24,renato.rossi,2022-02-19 00:31:15,renato.rossi,
1090,,1102,2,0tq4i,0j01z,273,Gestão e Monitoramento,0.00,6000.00,2019-02-01 09:46:24,renato.rossi,2022-02-19 00:31:15,renato.rossi,
1091,,1102,3,0tq4i,0j01z,273,Acompanhamento da Execução das Mensurações,0.00,3000.00,2019-02-01 09:46:24,renato.rossi,2022-02-19 00:31:15,renato.rossi,
1092,,1102,4,0tq4i,0j01z,273,Acompanhamento da Execução das avaliações,0.00,3000.00,2019-02-01 09:46:24,renato.rossi,2022-02-19 00:31:15,renato.rossi,
1093,,1102,5,0tq4i,0j01z,226,Criação de Rota Turística em Campos Novos,2700.00,2700.00,2019-02-01 09:46:24,renato.rossi,2022-02-19 00:29:37,renato.rossi,
1094,,1102,5,0tq4i,0j01z,273,Criação de Rota Turística em Campos Novos,0.00,6600.00,2019-02-01 09:46:24,renato.rossi,2022-02-19 00:31:15,renato.rossi,
1095,,1102,6,0tq4i,0j01z,226,Plano de divulgação e marketing,2250.00,2250.00,2019-02-01 09:46:24,renato.rossi,2022-02-19 00:29:37,renato.rossi,
1096,,1102,6,0tq4i,0j01z,273,Plano de divulgação e marketing,0.00,5500.00,2019-02-01 09:46:24,renato.rossi,2022-02-19 00:31:15,renato.rossi,
1097,,1102,7,0tq4i,0j01z,226,Propriedade Modelo,4050.00,4050.00,2019-02-01 09:46:24,renato.rossi,2022-02-19 00:29:37,renato.rossi,
1098,,1102,7,0tq4i,0j01z,273,Propriedade Modelo,0.00,9900.00,2019-02-01 09:46:24,renato.rossi,2022-02-19 00:31:15,renato.rossi,
1099,,1102,8,0tq4i,0j01z,226,Festival de São João,16875.00,16875.00,2019-02-01 09:46:24,renato.rossi,2022-02-19 00:29:37,renato.rossi,
1100,,1102,8,0tq4i,0j01z,273,Festival de São João,0.00,26250.00,2019-02-01 09:46:24,renato.rossi,2022-02-19 00:31:15,renato.rossi,
1101,,1104,1,0tq4i,0j01z,274,Estruturação do projeto,0.00,5769.00,2019-02-01 09:47:25,renato.rossi,2022-02-19 00:31:15,renato.rossi,
1102,,1104,2,0tq4i,0j01z,274,Gestão e monitoramento,0.00,11538.00,2019-02-01 09:47:25,renato.rossi,2022-02-19 00:31:15,renato.rossi,
1103,,1104,3,0tq4i,0j01z,274,Acompanhamento da execução das mensurações,0.00,5769.00,2019-02-01 09:47:25,renato.rossi,2022-02-19 00:31:15,renato.rossi,
1104,,1104,4,0tq4i,0j01z,274,Acompanhamento da execução das avaliações,0.00,5769.00,2019-02-01 09:47:25,renato.rossi,2022-02-19 00:31:15,renato.rossi,
1105,,1104,5,0tq4i,0j01z,227,Consultoria para Análise Estratégica (MPE),3500.00,0.00,2019-02-01 09:47:25,renato.rossi,2022-02-19 00:29:37,renato.rossi,
1106,,1104,6,0tq4i,0j01z,227,Qualidade e Produtividade Automotiva,5800.00,0.00,2019-02-01 09:47:25,renato.rossi,2022-02-19 00:29:37,renato.rossi,
1107,,1104,6,0tq4i,0j01z,274,Qualidade e Produtividade Automotiva,0.00,40000.00,2019-02-01 09:47:25,renato.rossi,2022-02-19 00:31:15,renato.rossi,
1108,,1104,7,0tq4i,0j01z,227,Inspeção Veicular Gratuita - IVG 2018/2019,11000.00,15000.00,2019-02-01 09:47:25,renato.rossi,2022-02-19 00:29:37,renato.rossi,
1109,,1104,8,0tq4i,0j01z,227,Curso Mecânica Básica para Mulheres  2018/2019,6000.00,0.00,2019-02-01 09:47:25,renato.rossi,2022-02-19 00:29:37,renato.rossi,
1110,,1104,9,0tq4i,0j01z,227,MKT Digital e Convencional,7000.00,0.00,2019-02-01 09:47:25,renato.rossi,2022-02-19 00:29:37,renato.rossi,
1111,,1104,9,0tq4i,0j01z,274,MKT Digital e Convencional,0.00,32000.00,2019-02-01 09:47:25,renato.rossi,2022-02-19 00:31:15,renato.rossi,
1112,,1104,10,0tq4i,0j01z,227,Promoção Cliente Digital NACT,7000.00,0.00,2019-02-01 09:47:25,renato.rossi,2022-02-19 00:29:37,renato.rossi,
1113,,1104,11,0tq4i,0j01z,227,Aprimoramento Técnico a Nível Internacional,5000.00,40000.00,2019-02-01 09:47:25,renato.rossi,2022-02-19 00:29:37,renato.rossi,
1114,,1104,11,0tq4i,0j01z,274,Aprimoramento Técnico a Nível Internacional,0.00,20000.00,2019-02-01 09:47:25,renato.rossi,2022-02-19 00:31:15,renato.rossi,
1115,,1110,1,0tq4i,0j01z,275,Estruturação do projeto,0.00,2580.00,2019-02-01 09:48:30,renato.rossi,2022-02-19 00:31:15,renato.rossi,
1116,,1110,2,0tq4i,0j01z,275,Gestão e Monitoramento,0.00,5160.00,2019-02-01 09:48:30,renato.rossi,2022-02-19 00:31:15,renato.rossi,
1117,,1110,3,0tq4i,0j01z,275,Acompanhamento da Execução das Mensurações,0.00,2580.00,2019-02-01 09:48:30,renato.rossi,2022-02-19 00:31:15,renato.rossi,
1118,,1110,4,0tq4i,0j01z,275,Acompanhamento da Execução das avaliações,0.00,2580.00,2019-02-01 09:48:30,renato.rossi,2022-02-19 00:31:15,renato.rossi,
1119,,1110,5,0tq4i,0j01z,228,Consulfarma.,0.00,7500.00,2019-02-01 09:48:30,renato.rossi,2022-02-19 00:29:37,renato.rossi,
1120,,1110,5,0tq4i,0j01z,275,Consulfarma.,0.00,7500.00,2019-02-01 09:48:30,renato.rossi,2022-02-19 00:31:15,renato.rossi,
1121,,1110,6,0tq4i,0j01z,228,Divulgação e Treinamento para Difundir 3 Novos P,5000.00,6500.00,2019-02-01 09:48:30,renato.rossi,2022-02-19 00:29:37,renato.rossi,
1122,,1110,6,0tq4i,0j01z,275,Divulgação e Treinamento para Difundir 3 Novos P,0.00,7500.00,2019-02-01 09:48:30,renato.rossi,2022-02-19 00:31:15,renato.rossi,
1123,,1110,7,0tq4i,0j01z,228,"Programa de Monitoramento da Qualidade da Água, B",4500.00,11005.00,2019-02-01 09:48:30,renato.rossi,2022-02-19 00:29:37,renato.rossi,
1124,,1110,7,0tq4i,0j01z,275,"Programa de Monitoramento da Qualidade da Água, B",0.00,14495.00,2019-02-01 09:48:30,renato.rossi,2022-02-19 00:31:15,renato.rossi,
1125,,1110,8,0tq4i,0j01z,228,Criação de um Aplicativo para Prescritores.,5000.00,4100.00,2019-02-01 09:48:30,renato.rossi,2022-02-19 00:29:37,renato.rossi,
1126,,1110,8,0tq4i,0j01z,275,Criação de um Aplicativo para Prescritores.,0.00,10900.00,2019-02-01 09:48:30,renato.rossi,2022-02-19 00:31:15,renato.rossi,
1127,,1112,4,0tq4i,0j01z,276,Acompanhamento da execução das avaliações,0.00,2655.00,2019-02-01 09:49:25,renato.rossi,2022-02-19 00:31:16,renato.rossi,
1128,,1112,5,0tq4i,0j01z,229,Curso de parede verde,2399.37,1840.54,2019-02-01 09:49:25,renato.rossi,2022-02-19 00:29:37,patriciarego,
1129,,1112,5,0tq4i,0j01z,276,Curso de parede verde,0.00,6681.08,2019-02-01 09:49:25,renato.rossi,2022-02-19 00:31:16,patriciarego,
1130,,1112,6,0tq4i,0j01z,229,Missão Empresarial,0.00,6058.84,2019-02-01 09:49:25,renato.rossi,2022-02-19 00:29:37,patriciarego,
1131,,1112,6,0tq4i,0j01z,276,Missão Empresarial,0.00,28640.17,2019-02-01 09:49:25,renato.rossi,2022-02-19 00:31:16,patriciarego,
1132,,1112,7,0tq4i,0j01z,229,Jardim Vertical,9000.00,15000.00,2019-02-01 09:49:25,renato.rossi,2022-02-19 00:29:37,renato.rossi,
1133,,1112,7,0tq4i,0j01z,276,Jardim Vertical,0.00,18000.00,2019-02-01 09:49:25,renato.rossi,2022-02-19 00:31:16,renato.rossi,
1134,,1112,8,0tq4i,0j01z,229,Apresentação de empresários e fornecedores,3500.00,0.00,2019-02-01 09:49:25,renato.rossi,2022-02-19 00:29:37,renato.rossi,
1135,,1112,9,0tq4i,0j01z,229,Identidade organizacional,8000.00,0.00,2019-02-01 09:49:25,renato.rossi,2022-02-19 00:29:37,renato.rossi,
1136,,1113,4,0tq4i,0j01z,277,Acompanhamento da Execução das avaliações,0.00,4453.50,2019-02-01 09:50:23,renato.rossi,2022-02-19 00:31:16,patriciarego,
1137,,1113,5,0tq4i,0j01z,230,Consultoria Individualizada / Personalizada,17111.44,10111.44,2019-02-01 09:50:23,renato.rossi,2022-02-19 00:29:38,renato.rossi,
1138,,1113,5,0tq4i,0j01z,277,Consultoria Individualizada / Personalizada,0.00,34277.12,2019-02-01 09:50:23,renato.rossi,2022-02-19 00:31:16,renato.rossi,
1139,,1113,6,0tq4i,0j01z,230,Certificação IQA (Instituto de qualidade automot,0.00,31000.00,2019-02-01 09:50:23,renato.rossi,2022-02-19 00:29:38,renato.rossi,
1140,,1113,7,0tq4i,0j01z,277,Missão Empresarial,0.00,61764.01,2019-02-01 09:50:23,renato.rossi,2022-02-19 00:31:16,renato.rossi,
1141,,1113,8,0tq4i,0j01z,230,Identidade organizacional,24000.00,0.00,2019-02-01 09:50:23,renato.rossi,2022-02-19 00:29:38,renato.rossi,
1142,,1115,1,0tq4i,0j01z,278,Estruturação do projeto,0.00,4815.00,2019-02-01 09:51:07,renato.rossi,2022-02-19 00:31:16,renato.rossi,
1143,,1115,2,0tq4i,0j01z,278,Gestão e monitoramento,0.00,9630.00,2019-02-01 09:51:07,renato.rossi,2022-02-19 00:31:16,renato.rossi,
1144,,1115,3,0tq4i,0j01z,278,Acompanhamento da execução das mensurações,0.00,4815.00,2019-02-01 09:51:07,renato.rossi,2022-02-19 00:31:16,renato.rossi,
1145,,1115,4,0tq4i,0j01z,278,Acompanhamento da execução das avaliações,0.00,4815.00,2019-02-01 09:51:07,renato.rossi,2022-02-19 00:31:16,renato.rossi,
1146,,1115,5,0tq4i,0j01z,231,DIAGNÓSTICO SITUACIONAL,3000.00,3000.00,2019-02-01 09:51:07,renato.rossi,2022-02-19 00:29:38,renato.rossi,
1147,,1115,5,0tq4i,0j01z,278,DIAGNÓSTICO SITUACIONAL,0.00,4000.00,2019-02-01 09:51:07,renato.rossi,2022-02-19 00:31:16,renato.rossi,
1148,,1115,6,0tq4i,0j01z,231,IDENTIFICAÇÃO DE ÁREAS,4625.00,4625.00,2019-02-01 09:51:07,renato.rossi,2022-02-19 00:29:38,renato.rossi,
1149,,1115,6,0tq4i,0j01z,278,IDENTIFICAÇÃO DE ÁREAS,0.00,9250.00,2019-02-01 09:51:07,renato.rossi,2022-02-19 00:31:16,renato.rossi,
1150,,1115,7,0tq4i,0j01z,231,CAPACITAÇÕES  - CONSULTORIAS,26000.00,23000.00,2019-02-01 09:51:07,renato.rossi,2022-02-19 00:29:38,renato.rossi,
1151,,1115,7,0tq4i,0j01z,278,CAPACITAÇÕES  - CONSULTORIAS,0.00,49000.00,2019-02-01 09:51:07,renato.rossi,2022-02-19 00:31:16,renato.rossi,
1152,,1115,8,0tq4i,0j01z,231,INTERCÂMBIO PARA BENCHMARKING,1750.00,1750.00,2019-02-01 09:51:07,renato.rossi,2022-02-19 00:29:38,renato.rossi,
1153,,1115,8,0tq4i,0j01z,278,INTERCÂMBIO PARA BENCHMARKING,0.00,3500.00,2019-02-01 09:51:07,renato.rossi,2022-02-19 00:31:16,renato.rossi,
1154,,1115,9,0tq4i,0j01z,231,COMUNICAÇÃO E DIVULGAÇÃO DO PROJETO,3750.00,3750.00,2019-02-01 09:51:07,renato.rossi,2022-02-19 00:29:38,renato.rossi,
1155,,1115,9,0tq4i,0j01z,278,COMUNICAÇÃO E DIVULGAÇÃO DO PROJETO,0.00,7500.00,2019-02-01 09:51:07,renato.rossi,2022-02-19 00:31:16,renato.rossi,
1156,,1115,10,0tq4i,0j01z,231,APIÁRIO DE REFERÊNCIA TÉCNICA,3000.00,3000.00,2019-02-01 09:51:07,renato.rossi,2022-02-19 00:29:38,renato.rossi,
1157,,1115,10,0tq4i,0j01z,278,APIÁRIO DE REFERÊNCIA TÉCNICA,0.00,6000.00,2019-02-01 09:51:07,renato.rossi,2022-02-19 00:31:16,renato.rossi,
1158,,1118,1,0tq4i,0j01z,279,Estruturação do projeto,0.00,1120.59,2019-02-01 09:52:14,renato.rossi,2022-02-19 00:31:16,renato.rossi,
1159,,1118,2,0tq4i,0j01z,279,Gestão e Monitoramento,0.00,1120.59,2019-02-01 09:52:14,renato.rossi,2022-02-19 00:31:16,renato.rossi,
1160,,1118,3,0tq4i,0j01z,279,Acompanhamento da execução das mensurações,0.00,2241.18,2019-02-01 09:52:14,renato.rossi,2022-02-19 00:31:16,renato.rossi,
1161,,1118,4,0tq4i,0j01z,279,Acompanhamento da execução das avaliações,0.00,1120.59,2019-02-01 09:52:14,renato.rossi,2022-02-19 00:31:16,renato.rossi,
1162,,1118,5,0tq4i,0j01z,232,Missões empresariais,3765.50,3888.80,2019-02-01 09:52:14,renato.rossi,2022-02-19 00:29:38,patriciarego,
1163,,1118,5,0tq4i,0j01z,279,Missões empresariais,0.00,9661.20,2019-02-01 09:52:14,renato.rossi,2022-02-19 00:31:16,patriciarego,
1164,,1118,6,0tq4i,0j01z,232,Qualificação Empresarial,1632.00,7522.53,2019-02-01 09:52:14,renato.rossi,2022-02-19 00:29:38,patriciarego,
1165,,1118,6,0tq4i,0j01z,279,Qualificação Empresarial,0.00,5280.00,2019-02-01 09:52:14,renato.rossi,2022-02-19 00:31:16,patriciarego,
1166,,1119,1,0tq4i,0j01z,280,Estruturação do projeto,0.00,4740.00,2019-02-01 09:53:07,renato.rossi,2022-02-19 00:31:16,renato.rossi,
1167,,1119,2,0tq4i,0j01z,280,Gestão e Monitoramento,0.00,9480.00,2019-02-01 09:53:07,renato.rossi,2022-02-19 00:31:16,renato.rossi,
1168,,1119,3,0tq4i,0j01z,280,Acompanhamento da Execução das Mensurações,0.00,4740.00,2019-02-01 09:53:07,renato.rossi,2022-02-19 00:31:16,renato.rossi,
1169,,1119,4,0tq4i,0j01z,280,Acompanhamento da Execução das avaliações,0.00,4740.00,2019-02-01 09:53:07,renato.rossi,2022-02-19 00:31:16,renato.rossi,
1170,,1119,5,0tq4i,0j01z,233,Planejamento de Circuito Turístico,7250.00,7250.00,2019-02-01 09:53:07,renato.rossi,2022-02-19 00:29:38,renato.rossi,
1171,,1119,5,0tq4i,0j01z,280,Planejamento de Circuito Turístico,0.00,45000.00,2019-02-01 09:53:07,renato.rossi,2022-02-19 00:31:16,renato.rossi,
1172,,1119,6,0tq4i,0j01z,233,Plano de Comunicação Visual,9800.00,3465.00,2019-02-01 09:53:07,renato.rossi,2022-02-19 00:29:38,renato.rossi,
1173,,1119,6,0tq4i,0j01z,280,Plano de Comunicação Visual,0.00,14735.00,2019-02-01 09:53:07,renato.rossi,2022-02-19 00:31:16,renato.rossi,
1174,,1119,7,0tq4i,0j01z,233,Capacitações para Empoderamento das Lideranças,10000.00,15000.00,2019-02-01 09:53:07,renato.rossi,2022-02-19 00:29:38,renato.rossi,
1175,,1119,7,0tq4i,0j01z,280,Capacitações para Empoderamento das Lideranças,0.00,5000.00,2019-02-01 09:53:07,renato.rossi,2022-02-19 00:31:16,renato.rossi,
1176,,1119,8,0tq4i,0j01z,233,Acesso a Mercado,12500.00,12500.00,2019-02-01 09:53:07,renato.rossi,2022-02-19 00:29:38,renato.rossi,
1177,,1119,8,0tq4i,0j01z,280,Acesso a Mercado,0.00,10000.00,2019-02-01 09:53:07,renato.rossi,2022-02-19 00:31:16,renato.rossi,
1178,,1119,9,0tq4i,0j01z,233,Comunicação e Divulgação do Projeto,1220.00,2550.00,2019-02-01 09:53:07,renato.rossi,2022-02-19 00:29:38,renato.rossi,
1179,,1119,9,0tq4i,0j01z,280,Comunicação e Divulgação do Projeto,0.00,1230.00,2019-02-01 09:53:07,renato.rossi,2022-02-19 00:31:16,renato.rossi,
1180,,1120,1,0tq4i,0j01z,281,Estruturação do projeto,0.00,5700.00,2019-02-01 09:54:07,renato.rossi,2022-02-19 00:31:16,renato.rossi,
1181,,1120,2,0tq4i,0j01z,281,Gestão e Monitoramento,0.00,11400.00,2019-02-01 09:54:07,renato.rossi,2022-02-19 00:31:16,renato.rossi,
1182,,1120,3,0tq4i,0j01z,281,Acompanhamento da Execução das Mensurações,0.00,5700.00,2019-02-01 09:54:07,renato.rossi,2022-02-19 00:31:16,renato.rossi,
1183,,1120,4,0tq4i,0j01z,281,Acompanhamento da Execução das avaliações,0.00,5700.00,2019-02-01 09:54:07,renato.rossi,2022-02-19 00:31:16,renato.rossi,
1184,,1120,5,0tq4i,0j01z,234,Diagnóstico propositivo das empresas,3420.00,4275.00,2019-02-01 09:54:07,renato.rossi,2022-02-19 00:29:38,renato.rossi,
1185,,1120,5,0tq4i,0j01z,281,Diagnóstico propositivo das empresas,0.00,9405.00,2019-02-01 09:54:07,renato.rossi,2022-02-19 00:31:16,renato.rossi,
1186,,1120,6,0tq4i,0j01z,234,Pesquisa do mercado comprador,4040.00,5050.00,2019-02-01 09:54:07,renato.rossi,2022-02-19 00:29:38,renato.rossi,
1187,,1120,6,0tq4i,0j01z,281,Pesquisa do mercado comprador,0.00,11110.00,2019-02-01 09:54:07,renato.rossi,2022-02-19 00:31:16,renato.rossi,
1188,,1120,7,0tq4i,0j01z,234,Capacitação em comercio exterior aplicado ao Mer,7000.00,8750.00,2019-02-01 09:54:07,renato.rossi,2022-02-19 00:29:38,renato.rossi,
1189,,1120,7,0tq4i,0j01z,281,Capacitação em comercio exterior aplicado ao Mer,0.00,19250.00,2019-02-01 09:54:07,renato.rossi,2022-02-19 00:31:16,renato.rossi,
1190,,1120,8,0tq4i,0j01z,234,Missão técnica ao mercado selecionado,8000.00,10000.00,2019-02-01 09:54:07,renato.rossi,2022-02-19 00:29:38,renato.rossi,
1191,,1120,8,0tq4i,0j01z,281,Missão técnica ao mercado selecionado,0.00,22000.00,2019-02-01 09:54:07,renato.rossi,2022-02-19 00:31:16,renato.rossi,
1192,,1120,9,0tq4i,0j01z,234,Exposição em feira multisetorial em país seleci,9082.00,11352.50,2019-02-01 09:54:07,renato.rossi,2022-02-19 00:29:38,renato.rossi,
1193,,1120,9,0tq4i,0j01z,281,Exposição em feira multisetorial em país seleci,0.00,24975.65,2019-02-01 09:54:07,renato.rossi,2022-02-19 00:31:16,renato.rossi,
1194,,1125,1,0tq4i,0j01z,282,Estruturação do projeto,0.00,2100.00,2019-02-01 09:55:03,renato.rossi,2022-02-19 00:31:17,renato.rossi,
1195,,1125,2,0tq4i,0j01z,282,Gestão e Monitoramento,0.00,4200.00,2019-02-01 09:55:03,renato.rossi,2022-02-19 00:31:17,renato.rossi,
1196,,1125,3,0tq4i,0j01z,282,Acompanhamento da Execução das Mensurações,0.00,2100.00,2019-02-01 09:55:03,renato.rossi,2022-02-19 00:31:17,renato.rossi,
1197,,1125,4,0tq4i,0j01z,282,Acompanhamento da Execução das avaliações,0.00,2100.00,2019-02-01 09:55:03,renato.rossi,2022-02-19 00:31:17,renato.rossi,
1198,,1125,5,0tq4i,0j01z,180,ENEAGRAMA – Inteligência Emocional / Desenvolvi,8800.00,12000.00,2019-02-01 09:55:03,renato.rossi,2022-02-19 00:24:55,patriciarego,
1199,,1125,5,0tq4i,0j01z,282,ENEAGRAMA – Inteligência Emocional / Desenvolvi,0.00,19200.00,2019-02-01 09:55:03,renato.rossi,2022-02-19 00:31:17,patriciarego,
1200,,1125,6,0tq4i,0j01z,180,Gestão para Liderança em Processos,1443.25,7160.00,2019-02-01 09:55:04,renato.rossi,2022-02-19 00:24:55,patriciarego,
1201,,1125,6,0tq4i,0j01z,282,Gestão para Liderança em Processos,0.00,8640.00,2019-02-01 09:55:04,renato.rossi,2022-02-19 00:31:17,patriciarego,
1202,,1125,7,0tq4i,0j01z,180,Empoderamento pela Comunicação,390.00,5850.00,2019-02-01 09:55:04,renato.rossi,2022-02-19 00:24:55,patriciarego,
1203,,1125,7,0tq4i,0j01z,282,Empoderamento pela Comunicação,0.00,5760.00,2019-02-01 09:55:04,renato.rossi,2022-02-19 00:31:17,patriciarego,
1204,,1125,8,0tq4i,0j01z,180,Rodada de Negócios,756.75,0.00,2019-02-01 09:55:04,renato.rossi,2022-02-19 00:24:55,patriciarego,
1205,,1125,8,0tq4i,0j01z,282,Rodada de Negócios,0.00,0.00,2019-02-01 09:55:04,renato.rossi,2022-02-19 00:31:17,patriciarego,
1206,,1002,1,0tq4i,0j01z,26,Estruturação do projeto,1125.00,1125.00,2019-02-01 10:22:40,renato.rossi,2019-02-01 10:22:40,renato.rossi,
1207,,1002,1,0tq4i,0j01z,238,Estruturação do projeto,0.00,2750.00,2019-02-01 10:22:40,renato.rossi,2022-02-19 00:31:09,renato.rossi,
1208,,1002,2,0tq4i,0j01z,26,Gestão e Monitoramento,1800.00,1800.00,2019-02-01 10:22:40,renato.rossi,2019-02-01 10:22:40,renato.rossi,
1209,,1002,2,0tq4i,0j01z,238,Gestão e Monitoramento,0.00,4400.00,2019-02-01 10:22:40,renato.rossi,2022-02-19 00:31:09,renato.rossi,
1210,,1002,3,0tq4i,0j01z,26,Acompanhamento da Execução das Mensurações,675.00,675.00,2019-02-01 10:22:40,renato.rossi,2019-02-01 10:22:40,renato.rossi,
1211,,1002,3,0tq4i,0j01z,238,Acompanhamento da Execução das Mensurações,0.00,1650.00,2019-02-01 10:22:40,renato.rossi,2022-02-19 00:31:09,renato.rossi,
1212,,1002,4,0tq4i,0j01z,26,Acompanhamento da Execução das avaliações,900.00,900.00,2019-02-01 10:22:40,renato.rossi,2019-02-01 10:22:40,renato.rossi,
1213,,1002,4,0tq4i,0j01z,238,Acompanhamento da Execução das avaliações,0.00,2200.00,2019-02-01 10:22:40,renato.rossi,2022-02-19 00:31:09,renato.rossi,
1214,,1002,5,0tq4i,0j01z,26,Missão Empresarial 1 Feira Hair Brasil - SP,13275.00,13275.00,2019-02-01 10:22:40,renato.rossi,2019-02-01 10:22:40,renato.rossi,
1215,,1002,5,0tq4i,0j01z,238,Missão Empresarial 1 Feira Hair Brasil - SP,0.00,32450.00,2019-02-01 10:22:40,renato.rossi,2022-02-19 00:31:09,renato.rossi,
1216,,1002,6,0tq4i,0j01z,26,Programa De Desenvolvimento Pessoal,4275.00,4275.00,2019-02-01 10:22:40,renato.rossi,2019-02-01 10:22:40,renato.rossi,
1217,,1002,6,0tq4i,0j01z,238,Programa De Desenvolvimento Pessoal,0.00,10450.00,2019-02-01 10:22:40,renato.rossi,2022-02-19 00:31:09,renato.rossi,
1218,,1002,7,0tq4i,0j01z,26,Programa Aperfeiçoamento área técnica,5850.00,5850.00,2019-02-01 10:22:40,renato.rossi,2019-02-01 10:22:40,renato.rossi,
1219,,1002,7,0tq4i,0j01z,238,Programa Aperfeiçoamento área técnica,0.00,14300.00,2019-02-01 10:22:40,renato.rossi,2022-02-19 00:31:09,renato.rossi,
