idassociacao,idfederacao,nmrazao,nucnpj,dtfundacao,idcidade,nucep,nunumero,dscomplemento,nufone,nufax,nufone2,dsemail,dshomepage,flativo,flvalidado,dsendereco,dsbairro,idbanco,dsagencia,dsconta,dtultimaatualizacao,dtatualizacao,idgestorassociacao,id_tipo_entidade,id_antigo,sigla,sigla_unica,logoentidade,usuario_inclusao,usuario_alteracao,data_inclusao,data_alteracao,dsestado,idpais,nmrassociados
3124,46,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGRÍCOLA DE IVAÍ",03536622000127,1999-06-22,6194,84460000,478,SALA 03,42 3247-1271,42 3247-1207,,aciadi@hotmail.com,alissonteodoroski@hotmail.com,S,t,RUA RUI BARBOSA,CENTRO,,,,2013-07-31,2013-07-31,,1,,,,,sistema,,,,,29,
3125,46,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGROPECUÁRIA DE JAGUARIAIVA",79319026000157,,6212,84200000,116,SOBREPISO,43 3535-1531,43 3535-2400,,financeiro@aciaja.org,www.aciaja.org,S,t,RUA DR. MICHEL WAHRAFITIG,CENTRO,,,,2013-01-10,2013-01-10,,1,,,,,sistema,,,,,29,
3126,27,"Associação Comercial, Industrial e Agrícola de Juazeiro",00449052000140,,759,48903430,303,,7436118725,74 3611-0227,,lucia_aciaj@hotmail.com,Não,S,t,"Praça dr. José Inácio da Silva, 303",CENTRO,,,,2023-04-05,2023-04-05,,1,,ACIAJ,,,sistema,pesquisa,,2023-04-05,,29,
3128,50,Associação Comercial Industrial e Agricola de Magé,30585780000140,,6964,25900300,530,,2126333380,,2126333380,aciama@aciama.org.br,aciama.org.br,S,t,"rua cel João Valério, 530",,,,,2023-04-05,2023-04-05,,1,,ACIAMA,,,sistema,pesquisa,,2023-04-05,,29,
3129,46,ASSOCIAÇÃO COMERCIAL E EMPRESARIAL DE MALLET,73854564000165,1993-07-19,6279,84570000,683,,42 3542-1428,42 3542-1428,,aciam197@hotmail.com,,S,t,AV. JOÃO PESSOA,CENTRO,,,,2013-01-10,2013-01-10,,1,,,,,sistema,,,,,29,
3130,46,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE MANDAGUARI,78961125000175,1958-01-01,6284,86975000,721,CAIXA POSTAL 261,44 3233-1194,44 3233-1194,,aciman_1@hotmail.com,cida_gozzi@hotmail.com,S,t,AV. AMAZONAS,CENTRO,,,,2013-01-10,2013-01-10,,1,,,,,sistema,,,,,29,
3132,57,Assoc Coml Emprl de Mirassol,51847457000177,,9366,15130001,1855,,1732423135,17 3242-4884,1732423135,contato@acemi.com.br,www.acemi.com.br,S,t,rua 7 de Setembro 1855,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
3134,55,Associação Empresarial de Orleans,80166168000100,2005-04-14,8582,88870000,105,ED. CIDADE DAS COLINAS SALA 200,4834662592,,48 3466-3161,acio.orleans@facisc.org.br,acio.com.br,S,t,"rua Aristiliano Ramos, nº 72, Sala 04",CENTRO,,,,2023-04-05,2023-04-05,,1,,ACIO,,,sistema,pesquisa,,2023-04-05,,29,
3135,34,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGRIC. DE OURO FINO",19301803000104,1976-11-12,3506,37570000,188,2º ANDAR,35 3441-2744,,,aciaof@hardonline.com.br,,S,t,RUA MAJOR SEBASTIAO PIRES,CENTRO,,,,2012-10-23,2012-10-23,,1,,,,,sistema,,,,,29,
3136,34,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL, DE TURISMO, SERVIÇOS E AGRONEGÓCIOS DE PARAGUAÇU",19035724000107,,3533,37120000,700,,35 3267-2159,35 3267-2121,,aciap@paraguassu.com.br,,S,t,RUA MACHADO,CENTRO,,,,2009-06-09,2009-06-09,,1,,,,,sistema,,,,,29,
3137,46,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGRÍCOLA DE PARANAGUÁ",79626826000110,1923-10-04,6418,83203170,621,CAIXA POSTAL 305,41 3902-1000,41 3902-1000,,sandra@aciap.com.br,paulo@aciap.com.br,S,t,RODRIGUES ALVES,CENTRO HISTORICO,,,,2013-01-10,2013-01-10,,1,,,,,sistema,,,,,29,
3139,57,Assoc Coml Emprl de Pilar do sul,50827351000149,,9484,18185000,26,,1532781289,15 3278-1523,1532781523,acepilardosul@hotmail.com,http://www.acepilardosul.com.br,S,t,rua Orlando de Almeida Sales 26,Campo Grande,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
3140,57,Assoc Coml Indl Agrop Piquete,53329702000180,,9491,12620000,45,Sala 04,1291831445,12 3156-1901,1291831445,aciap.piquete@hotmail.com,,S,t,rua Jose Pires da Silva 190 Sala 04,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
3142,57,Assoc Coml Emprl Praia Grande,44965242000195,,9527,11700190,782,,1334762828,13 3476-2829,1334762828,comercial@acepg.com.br,www.acepg.com.br,S,t,Espirito Santo 782,CANTO DO FORTE,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
3143,46,ASSOCIAÇÃO COMERCIAL E EMPRESARIAL DE PRUDENTÓPOLIS - ACIAP,04042601000118,2000-08-04,6498,84400000,2335,SEGUNDO ANDAR,42 3446-1655,,42 3446-2488,aciap@aciap.org.br,www.aciap.org.br,S,t,AVENIDA SÃO JOÃO,CENTRO,,,,2017-06-27,2008-09-09,06344978988,1,,,,,sistema,,,,,29,
3145,46,Associação Comercial Empresarial de Reserva do Iguaçu,04517528000193,2001-05-18,6519,85195000,,,4236511277,42 3651-1216,42988797759,aceri_r.i@hotmail.com,Sem site,S,t,av. Sebastião Caldas,CENTRO,,,,2023-04-05,2023-04-05,,1,,ACERI,,,sistema,pesquisa,,2023-04-05,,29,
3146,27,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGRÍCOLA DE RIBEIRA DO POMBAL",16298143000161,,970,48400000,70,,75 9979-2169,75 3276-4061,,,aciarp@hotmail.com,S,t,RUA JULHO GUERRA DE ALMEIDA,CENTRO,,,,2008-03-19,2008-03-19,,1,,,,,sistema,,,,,29,
3147,38,Acerv- Associacao Comercial e Empresarial de rio Verde,73403222000129,1985-08-15,4240,79480000,1330,,6732924822,67 3292-1387,67996092280,escritorio@evolucaocontabilidade.com,@acervrioverde,S,t,rua Almirante Tamandaré,CENTRO,,,,2023-04-05,2023-04-05,,1,,ACERV,,,sistema,pesquisa,,2023-04-05,,29,
3149,57,Assoc Coml Indl Agric Salto,56651243000144,,9587,13320005,403,,1146026767,,11952770004,acias@uol.com.br,www.aciasalto.com.br,S,t,Nove de Julho 403,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
3152,50,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGRÍC. DE SÃO FIDÉLIS",31636202000158,2005-04-14,7065,28400000,156,,22 2758-2625,22 2758-2159,22 2758-2130,aciagricola@yahoo.com.br,aciasf@sfnet.com.br,S,t,Av. Sete de Setembro,CENTRO,,,,2012-12-03,2012-12-03,,1,,,,,sistema,,,,,29,
3154,57,Assoc Coml Indl Agrop de sao Roque,70949565000103,,9336,18130070,93,CP 286,1147849022,11 4712-4055,1147124022,aciasr@srnet.com.br,www.aciasaoroque.com.br,S,t,Marechal Deodoro da Fonseca 93 Cp286,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
3155,57,Assoc Coml Indl Agrop Serra Negra,51305803000195,,9684,13930000,92,,1938925455,19 3892-5455,1938926085,acia@aceserranegra.com.br,www.aceserranegra.com.br,S,t,rua Sete de Setembro 134,CENTRO,,,,2023-04-05,2023-04-05,21848616856,1,,,,,sistema,pesquisa,,2023-04-05,,29,
3157,55,ASSOCIAÇÃO EMPRESARIAL DE TAIO,00296019000127,1994-07-11,8727,89190000,1065,"SALA 201, ED ANNA COTTA",47 3562-2557,47 3562-2557,,atendimento@aciatsc.com.br,www.aciatsc.com.br,S,t,,CENTRO,,,,2023-01-17,2023-01-17,,1,,ACIAT,ACIAT2,,sistema,Mluiza,,2023-01-17,,29,
3158,46,ASSOCIAÇÃO COMERCIAL E EMPRESARIAL DE TEIXEIRA SOARES,03129669000176,,6753,84530000,655,ANTIGO PREDIO DO CORREIO,42 3460-1377,42 3460-1155,,acets31@hotmail.com,,S,t,RUA JOAO RIBEIRO DE MACEDO,CENTRO,,,,2013-01-11,2013-01-11,,1,,,,,sistema,,,,,29,
3159,50,"Associação Comercial, Industrial e Agrícola de Teresópolis",29587292000192,1937-01-13,7102,25953040,142,SALAS 1 a 4,2126434767,21 2643-4767,992635082,aciat@terenet.com.br,www.aciat.com.br,S,t,"Avenida José Joaquim de Araújo Regadas, 142, Salas 01 a 04",VARZEA,,,,2023-04-05,2023-04-05,,1,,ACIAT,,,sistema,pesquisa,,2023-04-05,,29,
3161,27,"Associação Comercial,industrial e Agrícola de Ubaira",01489680000111,,1089,45310000,00,"1º ANDAR, SALA 02",75988439592,75 3544-2282,75988113196,aciau.ubaira@gmail.com,associacaocomercialdeubaira,S,t,rua Otávio Mangabeira,CENTRO,,,,2023-04-05,2023-04-05,,1,,ACIAU,,,sistema,pesquisa,,2023-04-05,,29,
3162,27,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGRÍCOLA DE MONTE SANTO",01271397000119,,846,48800000,75,,75 3275-1055,73 3275-1125,75 3275-1329,,,S,t,Rua Helcio Cardoso de Matos,CENTRO,,,,2015-08-24,2008-10-07,,1,,,,,sistema,,,,,29,
3163,50,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGROP. DE JAPERI",39467097000182,,6955,26435320,16,Centro,21 2670-2467,21 2664-2705,21 2670-2993,aciaj@globo.com,,S,t,CASTRO MAIA,JAPERI,,,,2012-12-03,2012-12-03,,1,,,,,sistema,,,,,29,
3164,50,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGRO-PASTORIL DE ITAGUAÍ",29663879000133,1977-01-01,6943,23815510,40,,21 2688-3306,21 2688-3306,,aciapi@hotmail.com,,S,t,SANTO INACIO,CENTRO,,,,2012-12-03,2012-12-03,,1,,,,,sistema,,,,,29,
3166,50,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGROP. DE MENDES",,2005-04-14,6972,26700000,,,24 2465-2515,-24,,,,S,f,"Rua Adélia Nunes Vieira, 96 sala 10",CENTRO,,,,,,,1,,,,,sistema,,,,,29,
3167,50,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGRO-PASTORIL DE SAQUAREMA",30358006000104,,6854,28993000,305,SALA 4,22 2653-3232,22 2031-1151,,cdlsaquarema@hotmail.com,,S,t,RUA PROFESSOR FRANCISCO FONSECA,BACAXA,,,,2012-12-04,2012-12-04,,1,,,,,sistema,,,,,29,
3168,50,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGROPASTORIL DE VOLTA REDONDA",32507550000198,,7121,27215270,18,,24 3347-2999,24 3341-0402,24 3346-5332,aciapvr@aciapvr.com.br,www.aciapvr.com.br,S,t,RUA EMBAIXADOR ASSIS CHATEAUBRIAND,ATERRADO,,,,2022-06-28,2022-06-28,,1,,ACIAPRV,,,sistema,Mluiza,,2022-06-28,,29,
3169,50,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGROP DE IGUABA GRANDE",03309550000185,,6932,28960000,15,,22 2624-2283,22 2624-1650,,aciamig@yahoo.com.br,,S,t,RUA NILO LOPES PESSOA,CENTRO,,,,2015-05-13,2013-03-04,,1,,,,,sistema,,,,,29,
3170,34,"Associação Comercial, Industrial, Agropecuária de Machado",20366654000140,,3363,37750000,383,,3532953033,35 3295-3033,3532953220,aciam@axtelecom.com.br,ACIAMCDL.COM.BR,S,t,"rua Coronel Jacinto, 383",CENTRO,,,,2023-04-05,2023-04-05,,1,,ACIAM,,,sistema,pesquisa,,2023-04-05,,29,
3171,42,Associação Comercial e Empresarial de Xinguara,10247898000150,,4846,68555011,46,,94991093618,94 3426-2154,94991093532,aciapaxinguara@hotmail.com,aciapaxinguara.com.br,S,t,Avenida Xingu n46,CENTRO,,,,2023-04-05,2023-04-05,,1,,Aciapa,,,sistema,pesquisa,,2023-04-05,,29,
3173,34,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE  CALDAS,19110444000108,,2839,37780000,00,"Praça Paulino Figueiredo, 71 Bx 9",35 3735-2020,35 3735-1696,,aciac@nowtech.com.br,,S,t,"PRAÇA PAULINO FIGUEIREDO, S/N",CENTRO,,,,2012-10-22,2012-10-22,,1,,,,,sistema,,,,,29,
3174,46,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGROPECUÁRIA DE ALMIRANTE TAMANDARÉ",03803618000188,2005-04-14,5746,83501010,262,SALA 06,41 3657-4434,-41,,aciaat@onda.com.br,,S,t,CORONEL JOAO CANDIDO DE OLIVEIRA,VILA RACHEL,,,,2013-01-09,2013-01-09,,1,,,,,sistema,,,,,29,
3175,27,Associação Comercial Industrial e Agropecuária de Amargosa,13458765000111,1984-12-15,351,45300000,00,,7536341588,75 3634-3745,75 3634-1426,rosamaria28@hotmail.com,aciapa.com.br,S,t,"Loteamento Vivendas da Jaqueira, rua c, n 32",CENTRO,,,,2023-04-05,2023-04-05,01001713540,1,,ACIAPA,,,sistema,pesquisa,,2023-04-05,,29,
3176,34,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL, AGROP. E DE SERVIÇOS DE ARAPORÃ",07319045000172,,2700,38435000,58,,34 3284-9568,34 3284-9501,,desenvolvimento@arapora.gov.br,,S,t,RUA JOSÉ INÁCIO FERREIRA,CENTRO,,,,2009-05-07,2009-05-07,,1,,,,,sistema,,,,,29,
3177,34,Associação Comercial e Empresarial de Arceburgo,10430188000161,,2706,37820000,887,SALA 01,3535562402,,3598166866,presidente_aciasa@hotmail.com,Acearceburgo.com.br,S,t,"rua Coronel Candido de Souza Dias ,309",,,,,2023-04-05,2023-04-05,,1,,ACE de ARCEBURGO,,,sistema,pesquisa,,2023-04-05,,29,
3178,42,Associação Empresarial de Barcarena - Asseb,14092589000100,,4558,68445000,20,,91982798839,91 3754-2256,9137542278,asseb.barcarena@hotmail.com,www.assebarcarena.com.br,S,t,"av. dom Romualdo Coelho, qd. 379, lt 08",Povoado,,,,2023-04-05,2023-04-05,,1,,ASSEB,,,sistema,pesquisa,,2023-04-05,,29,
3179,34,Associação Comercial Industrial e Agropecuaria de Bela Vista de Minas,00348471000195,1990-07-08,2751,35938000,76,Maria Marcelina de Jesus,3138531558,31 3853-1276,31985266147,aciabelbv@gmail.com,www.aciabel.com.br,S,t,"av Arthur Costa Silva, 76",CENTRO,,,,2023-04-05,2023-04-05,,1,,Aciabel,,,sistema,pesquisa,,2023-04-05,,29,
3180,57,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE BOITUVA,54328653000123,,8977,18550000,139,SALA 04,15 3263-5050,15 3263-5050,15 3363-2875,ace@aceboituva.com.br,claudia.cancian@ig.com.br,S,t,RUA CEL EUGENIO MOTTA,CENTRO,,,,2012-12-11,2012-12-11,,1,,,,,sistema,,,,,29,
3182,34,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGROP. DE BRASÓPOLIS",19072891000110,,2799,37530000,112,,35 3641-1766,35 3641-1766,,acia_brasopolis@yahoo.com.br,,S,t,RUA JOSÉ PEREIRA ROSA,CENTRO,,,,2012-10-22,2012-10-22,,1,,,,,sistema,,,,,29,
3183,34,Associação Comercial e Empresarial de Buritis-mg,20213286000109,1987-08-07,2812,38660000,26,,36621494,38 3662-1494,61991432338,aciabcdlmg@hotmail.com,Nao temos,S,t,Avenida Central 685,CENTRO,,,,2023-04-05,2023-04-05,,1,,ACE/CDL,,,sistema,pesquisa,,2023-04-05,,29,
3184,34,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGROP. DE CAMBUQUIRA",18988097000158,,2845,37420000,381,Sobrado,35 3251-1989,35 3251-1077,,aciaccambuquira@tricor.com.br,,S,t,Av. Virgílio de Melo Franco,CENTRO,,,,2012-10-22,2012-10-22,,1,,,,,sistema,,,,,29,
3185,34,"Associação Industrial, Comercial e Agropecuaria de Campestre",01363384000170,1996-06-10,2848,37730000,19,1º ANDAR,3537432020,35 3743-2020,,aicac@outcenter.com.br,https://www.aicaccampestre.com.br/,S,t,Praça Brasil,CENTRO,,,,2023-04-05,2023-04-05,,1,,AICAC,,,sistema,pesquisa,,2023-04-05,,29,
3186,46,Associação Comercial e Empresarial de Cantagalo,79321527000178,1986-07-10,5918,85160000,360,SALA 03,4236361102,42 3636-1102,,lauricifcarneiro@hotmail.com,https://www.facebook.com/aciac.cantagalo.5/,S,t,rua Cinderela,CENTRO,,,,2023-04-05,2023-04-05,,1,,ACIAC,,,sistema,pesquisa,,2023-04-05,,29,
3187,34,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGROP. DE CAPARAÓ",,2005-04-14,2870,36834000,,,32 3747-1089,-32,,drogaria.borel@terra.com.br,,N,f,"Praça Sebastião Olímpio Moreira, 29 - A",CENTRO,,,,,,,1,,,,,sistema,,,,,29,
3188,34,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGROP. DE CAPELINHA",21248810000131,,2872,39680000,31,,33 3516-1414,33 3516-1133,,spccapelina@hotmail.com,,S,t,RUA BECO VO MARIQUINHA,CENTRO,,,,2012-10-22,2012-10-22,,1,,,,,sistema,,,,,29,
3189,34,"Associação Comercial, Industrial, Agropecuária e de Serviços de Carmo da Mata",20919890000147,1988-06-22,2894,35547000,95,,3733831546,,37999518578,acicam@acicam.org.br,www.acicam.org.br,S,t,rua José Afonso - 95,CENTRO,,,,2023-04-05,2023-04-05,,1,,ACICAM,,,sistema,pesquisa,,2023-04-05,,29,
3190,34,Associação Comercial Industrial e Agropecuaria de Carmo do Cajuru,64476914000106,1991-12-16,2896,35557000,515,,3732441310,37 3244-1748,37988415823,aciacc@veloxmail.com.br,https://carmodocajuru.cdls.org.br/,S,t,"rua Firmino Lopes Camara, 373",CENTRO,,,,2023-04-05,2023-04-05,,1,,ACIACC,,,sistema,pesquisa,,2023-04-05,,29,
3192,50,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGROP. DE CONCEIÇÃO DE MACABU",39223920000104,,6896,28740000,60,LOJA 01,22 2779-2181,22 2779-2737,,aciacon_macabu@yahoo.com.br,,S,t,Rua Abelardo de Carvalho,VILA NOVA,,,,2012-12-03,2012-12-03,,1,,,,,sistema,,,,,29,
3194,38,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGROPASTORIL DE COSTA RICA",01236314000150,1985-07-31,4153,79550000,679,,67 3247-1974,67 3247-1107,,aciacri@terra.com.br,,S,t,RUA TERCIO TEIXEIRA MACHADO,CENTRO,,,,2012-10-09,2012-10-09,,1,,,,,sistema,,,,,29,
3195,34,Associação Comercial Industrial e Agropecuária de Corinto,19116946000146,1958-02-22,2987,39200000,368,,3837511203,38 3751-2761,38998927234,aciac@aciaccorinto.com.br,,S,t,"Rua: Lucia Magalhães, 368",CENTRO,,,,2023-04-05,2023-04-05,,1,,ACIAC,,,sistema,pesquisa,,2023-04-05,,29,
3196,38,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGROPASTORIL DE COXIM",01103837000129,1982-06-30,4154,79400000,651,,67 3291-2126,67 3291-2162,67 3291-1620,aciacoxim@terra.com.br,,S,t,RUA FILINTO MULLER,CENTRO,,,,2012-10-09,2012-10-09,,1,,,,,sistema,,,,,29,
3197,32,Associacao Comercial Agro Industrial de Cristalina,25053893000164,,2143,73850000,209,,6136121064,61 3612-1034,,acaic@cristalnet.com.br,www.acaiccristalina.com.br,S,t,"rua 07 de Setembro, Número 209",CENTRO,,,,2023-04-05,2023-04-05,,1,,ACAIC,,,sistema,pesquisa,,2023-04-05,,29,
3200,34,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGROP. DE ESPERA FELIZ",01130701000108,1995-03-10,3088,36830000,34,,32 3746-1653,32 3746-1653,,aciaef@hotmail.com,,S,t,RUA JOÃO SEBASTIÃO DE AMORIM,CENTRO,,,,2015-04-14,2012-10-22,,1,,,,,sistema,,,,,29,
3201,27,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGROPECUÁRIA DE EUNÁPOLIS",16234460000114,,579,45820020,300,1º ANDAR,73 3281-6888,,73 3261-5433,acee_eunapolis@hotmail.com,,S,t,DA LAVOURA,CENTRO,,,,2012-10-25,2012-10-25,,1,,,,,sistema,,,,,29,
3202,34,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGROP. DE GALILÉIA",72356785000140,,3153,35250000,126,,33 3244-1602,33 3244-1602,,robson@spc.com.br,,S,t,AV. PE JOSÉ CORREIA,CENTRO,,,,2009-05-08,2009-05-08,,1,,,,,sistema,,,,,29,
3203,46,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGRÍCOLA DE RONDON",00656239000114,1995-03-23,6558,87800000,156,,44 3672-1511,44 3672-1511,,acciarrondon@hotmail.com,,S,t,AV. PARANA,CENTRO,,,,2013-01-11,2013-01-11,,1,,,,,sistema,,,,,29,
3204,57,Assoc Coml Emprl Estancia Turistica de Holambra,71753255000173,,9187,13825000,103,,1938022020,19 3802-2021,1938022020,adm@aceholambra.com.br,www.aceholambra.com.br,S,t,av. das Tulipas 103,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
3205,57,Assoc Coml Indl Agricola Indaiatuba,44733079000135,,9216,13330260,111,,1938759770,19 3894-6233,1984520023,diretoria@aciai.com.br,www.aciai.com.br,S,t,Bernardino de Campos 111,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
3207,42,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGROP. DE IRITUIA",01451157000104,,4650,68655000,0000,,91 3443-1283,91 3443-1283,,,,S,t,"RUA CEL. JOÃO CÂNCIO, S/Nº",CENTRO,,,,2012-10-19,2012-10-19,,1,,,,,sistema,,,,,29,
3208,34,Associação Comercial Industrial de Serviços e Agropecuária de Itabira,19540400000118,,3234,35900236,810,Esplanada da Estação,3138312025,31 3831-2025,31 3831-2140,gerencia@acitaitabira.com.br,www.acitaitabira.com.br,S,t,"av. Duque de Caxias, 810",QUATORZE DE FEVEREIRO,,,,2023-04-05,2023-04-05,84702397672,1,,ACITA,ACE - itabira,,sistema,pesquisa,,2023-04-05,,29,
3209,34,Associação Comercial Industrial Agropecuária de Itaguara,97434336000102,,3242,35488000,139,SALA 301,3131841053,37 3384-1414,,asscomit@conqnet.com.br,não tem,S,t,rua Mário Lima 139,CENTRO,,,,2023-04-05,2023-04-05,,1,,ASSCOMIT,,,sistema,pesquisa,,2023-04-05,,29,
3210,34,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGROP. DE ITAOBIM",00704540000156,,3258,39625000,386,,33 3734-1198,33 3734-1320,,acitaobim@hotmail.com,,S,t,RUA SÃO PAULO,CENTRO,,,,2012-10-22,2012-10-22,,1,,,,,sistema,,,,,29,
3211,50,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGROP. DE ITAOCARA",30416796000129,,6949,28570000,220,,22 3861-2200,,,,,S,t,RUA CEL PITTA DE CASTRO,CENTRO,,,,2008-03-20,2008-03-20,,1,,,,,sistema,,,,,29,
3212,57,Assoc Coml Indl Agropecuaria de Itapeva,49801756000129,,9242,18400570,103,,1535249090,,1535249090,ace@aceitapeva.com.br,www.aceitapeva.com.br,S,t,Joao Augusto Lico 103,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
3213,34,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGROP. DE JACINTO",,2005-04-14,3282,39930000,,,33 3723-1489,33 3723-1043,,,,N,f,"R ANTONIO QUARESMA, 451",CENTRO,,,,,,,1,,,,,sistema,,,,,29,
3214,57,Assoc Coml Emprl de Jacupiranga,44303444000171,,9271,11940000,17,SALA 02,1338641711,13 3864-1711,1396140089,acejajac@hotmail.com,www.aceja.com.br,S,t,rua Expedicionarios 143 Sala 02,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
3215,34,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGROPECUÁRIA DE LAJINHA",22050843000135,,3333,36980000,26,C,33 3344-1227,33 3344-1227,,acialajinha@hotmail.com,,S,t,Rua Herculano Ker,CENTRO,,,,2012-10-22,2012-10-22,,1,,,,,sistema,,,,,29,
3216,46,Associação Comercial e Empresarial de Laranjeiras do sul,77300432000142,1963-02-17,6257,85303000,63,,4236352165,42 3635-1428,,acils@acils.com.br,www.acils.com.br,S,t,"av Deputado Ivan Ferreira do Amaral Filho, 63",SAO FRANCISCO,,,,2023-04-05,2023-04-05,,1,,Acils,,,sistema,pesquisa,,2023-04-05,,29,
3217,34,"Associação Comercial, Industrial e Agropecuária de Mariana",18366856000140,,3382,35420033,44,Sala 205/206,3135571042,31 3557-1042,3135571384,aciamcdl@yahoo.com.br,ACIAMCDLMARIANA.COM.BR,S,t,"rua Antônio Faustino da Rocha, 44 Sala 203/207",CENTRO,,,,2023-04-05,2023-04-05,,1,,ACIAM,,,sistema,pesquisa,,2023-04-05,,29,
3218,34,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGROP. DE MINAS NOVAS",20217162000193,1988-02-19,3416,39650000,164,,33 3764-1357,33 3764-1357,,aciamn@gmail.com,,S,t,RUA MANOEL FULGÊNCIO,Centro,,,,2012-10-23,2012-10-23,,1,,,,,sistema,,,,,29,
3219,34,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE MONTE AZUL,21374889000147,1987-10-27,3439,39500000,78,,38 3811-1607,38 3811-1607,,aciamacdl@yahoo.com.br,,S,t,Alameda Jozias Mascarenhas,CENTRO,,,,2012-10-23,2012-10-23,,1,,,,,sistema,,,,,29,
3220,34,"Associação Comercial, Industrial e Agropecuária de Nepomuceno",19055474000169,1987-05-05,3473,37250000,29,,3538611086,35 3861-1086,35998244968,acinepre@yahoo.com.br,www.acenepomuceno.com.br,S,t,"rua João Inácio Dias, 222",CENTRO,,,,2023-04-05,2023-04-05,,1,,ACE Nepomuceno,,,sistema,pesquisa,,2023-04-05,,29,
3221,46,ASSOCIAÇÃO COMERCIAL E EMPRESARIAL DE NOVA CANTU,78681624000109,1987-09-18,6361,87330000,605,,44 3527-1104,44 3527-1400,,acinc@uol.com.br,acinc_1104@hotmail.com,S,t,AVENIDA CANTU,CENTRO,,,,2013-01-10,2013-01-10,,1,,,,,sistema,,,,,29,
3222,34,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGROPECUÁRIA DE NOVA ERA",16848020000157,1989-08-17,3478,35920000,30,,31 3861-3401,31 3861-1285,31 3861-2437,aciane@valenet.com.br,,S,t,RUA GOVERNADOR VALADARES,CENTRO,,,,2012-10-23,2012-10-23,,1,,,,,sistema,,,,,29,
3223,34,Associação Comercial e Empresarial de Ouro Preto,16859423000100,,3507,35400000,132,,3135511469,31 3551-1469,,atendimento@aceop.com.br,www.aceop.com.br,S,t,"r. são José, 132",CENTRO,,,,2023-04-05,2023-04-05,79022391604,1,,ACEOP,ACE-OURO PRETO,,sistema,pesquisa,,2023-04-05,,29,
