id,idprojeto,identidadeprop,percentual_participacao_economica,percentual_participacao_financeira,participacao_financeira,participacao_economica,valor_total_financeiro,valor_total_economico,controle_documento,controlar_liberacao,contrapartida,data_inclusao,usuario_inclusao,data_atualizacao,usuario_alteracao
364,2041,470,0.00,55.00,neu,neu,8180.15,0.00,EL,false,nao,2023-01-04 14:39:02,gabriel.g,2023-01-04 14:39:02,gabriel.g
365,2041,471,0.00,45.00,neu,neu,14873.00,0.00,EL,false,sim,2023-01-04 14:42:30,gabriel.g,2023-01-04 14:42:30,gabriel.g
366,2042,472,0.00,54.99,neu,neu,56225.29,0.00,EL,false,nao,2023-01-04 15:14:18,gabriel.g,2023-01-04 15:14:18,gabriel.g
367,2042,473,0.00,45.01,neu,neu,46014.71,0.00,EL,false,sim,2023-01-04 15:14:54,gabriel.g,2023-01-04 15:14:54,gabriel.g
368,2043,474,0.00,54.96,neu,neu,82510.96,0.00,EL,false,nao,2023-01-04 16:49:18,gabriel.g,2023-01-04 16:49:18,gabriel.g
369,2043,475,15.67,29.37,neu,neu,44089.04,23532.22,EL,false,sim,2023-01-04 16:49:58,gabriel.g,2023-01-04 16:49:58,gabriel.g
370,2044,476,0.00,54.99,neu,neu,72668.60,0.00,EL,false,nao,2023-01-04 17:04:20,gabriel.g,2023-01-04 17:04:20,gabriel.g
371,2044,477,16.24,28.77,neu,neu,38011.40,21464.00,EL,false,sim,2023-01-04 17:04:58,gabriel.g,2023-01-04 17:04:58,gabriel.g
372,2045,478,0.00,54.35,neu,neu,64969.99,0.00,EL,false,nao,2023-01-05 10:29:19,gabriel.g,2023-01-05 10:29:19,gabriel.g
373,2045,479,22.79,22.86,neu,neu,27330.01,27247.99,EL,false,sim,2023-01-05 10:29:56,gabriel.g,2023-01-05 10:29:56,gabriel.g
374,2046,480,0.00,54.80,neu,neu,32700.00,0.00,EL,false,nao,2023-01-05 11:46:33,gabriel.g,2023-03-06 15:24:18,gabriel.g
375,2046,481,22.58,22.62,neu,neu,13500.00,13474.00,EL,false,sim,2023-01-05 11:47:27,gabriel.g,2023-06-08 14:17:49,gabriel.lima
376,2032,482,0.00,0.00,neu,neu,0.00,0.00,EL,true,sim,2023-01-21 08:52:40,renato.rossi,2023-01-21 08:52:40,renato.rossi
377,2032,483,0.00,0.00,neu,neu,0.00,0.00,EL,true,nao,2023-01-21 08:53:11,renato.rossi,2023-01-21 08:53:11,renato.rossi
380,2048,486,0.00,54.86,neu,neu,179640.00,0.00,EL,false,nao,2023-02-24 14:33:58,gabriel.g,2023-02-24 14:33:58,gabriel.g
381,2048,487,22.45,22.69,neu,neu,74300.00,73500.00,EL,false,sim,2023-02-24 14:36:15,gabriel.g,2023-02-24 14:36:15,gabriel.g
382,2047,488,0.00,50.46,neu,neu,65228.25,0.00,EL,false,nao,2023-03-13 15:54:39,gabriel.g,2023-03-13 15:54:39,gabriel.g
383,2047,489,1.36,48.18,neu,neu,62286.75,1760.00,EL,false,sim,2023-03-13 15:55:22,gabriel.g,2023-03-13 15:55:22,gabriel.g
384,2049,490,0.00,55.00,neu,neu,38252.50,0.00,EL,false,nao,2023-03-21 09:38:00,gabriel.g,2023-03-21 09:38:00,gabriel.g
385,2049,491,0.00,45.00,neu,neu,31297.50,0.00,EL,false,sim,2023-03-21 09:39:07,gabriel.g,2023-03-21 09:39:07,gabriel.g
